suburb,year,date,price,type
Ainslie,2019,30/10/2019,"$790,000",Single residential dwelling
Ainslie,2019,14/06/2019,"$785,000",Single residential dwelling
Ainslie,2019,11/10/2019,"$775,000",Single residential dwelling
Ainslie,2019,12/03/2019,"$771,000",Single residential dwelling...
Ainslie,2019,13/12/2019,"$770,000",–
Ainslie,2019,31/07/2019,"$750,000",Single residential dwelling
Ainslie,2019,27/09/2019,"$740,000",Single residential dwelling...
Ainslie,2019,27/07/2019,"$735,000",Multiple unit dwelling
Ainslie,2019,17/01/2019,"$725,000",Single residential dwelling
Ainslie,2019,16/11/2019,"$660,500",–
Ainslie,2019,08/04/2019,"$660,000",–
Ainslie,2019,17/09/2019,"$650,000",Single residential dwelling
Ainslie,2019,14/03/2019,"$635,000",Multiple unit dwelling
Ainslie,2019,30/10/2019,"$587,000",Self care units for aged pe...
Ainslie,2019,16/08/2019,"$522,500",Multiple unit dwelling
Ainslie,2019,16/08/2019,"$522,500",–
Ainslie,2019,01/03/2019,"$450,000",Single residential dwelling
Ainslie,2019,13/02/2019,"$312,000",Single residential dwelling
Ainslie,2019,11/01/2019,$1,Single residential dwelling
Ainslie,2019,01/11/2019,$1,–
Ainslie,2019,04/05/2019,$0,Multiple unit dwelling
Ainslie,2019,30/05/2019,$0,Single residential dwelling
Ainslie,2019,08/04/2019,$0,Multiple unit dwelling
Ainslie,2019,25/05/2019,$0,Single residential dwelling
Ainslie,2019,30/03/2019,$0,Single residential dwelling
Ainslie,2019,19/08/2019,$0,Single residential dwelling
Ainslie,2019,16/02/2019,$0,Single residential dwelling
Ainslie,2019,26/12/2019,$0,Single residential dwelling
Ainslie,2019,10/10/2019,$0,Single residential dwelling
Ainslie,2019,11/04/2019,$0,Single residential dwelling...
Ainslie,2019,25/09/2019,$0,Single residential dwelling
Ainslie,2019,19/11/2019,$0,Multiple unit dwelling
Ainslie,2019,22/02/2019,$0,Single residential dwelling
Ainslie,2019,05/01/2019,$0,Single residential dwelling
Ainslie,2019,20/09/2019,$0,Single residential dwelling
Ainslie,2019,10/10/2019,$0,Single residential dwelling
Ainslie,2019,31/08/2019,$0,Multiple unit dwelling
Ainslie,2019,13/03/2019,$0,Single residential dwelling
Ainslie,2019,16/08/2019,$0,Self care units for aged pe...
Ainslie,2020,07/04/2020,"$2,450,000",Single residential dwelling
Ainslie,2020,25/07/2020,"$1,955,000",Single residential dwelling
Ainslie,2020,20/03/2020,"$1,925,000",Single residential dwelling
Ainslie,2020,07/12/2020,"$1,862,500",Single residential dwelling...
Ainslie,2020,21/03/2020,"$1,825,000",Single residential dwelling...
Ainslie,2020,17/07/2020,"$1,810,000",Single residential dwelling
Ainslie,2020,11/08/2020,"$1,740,000",Single residential dwelling
Ainslie,2020,04/09/2020,"$1,700,000",Single residential dwelling
Ainslie,2020,22/10/2020,"$1,628,000",Single residential dwelling
Ainslie,2020,17/04/2020,"$1,575,000",Single residential dwelling
Ainslie,2020,04/07/2020,"$1,550,000",Single residential dwelling
Ainslie,2020,17/09/2020,"$1,525,000",Single residential dwelling...
Ainslie,2020,12/02/2020,"$1,500,000",Single residential dwelling
Ainslie,2020,22/06/2020,"$1,500,000",Single residential dwelling
Ainslie,2020,07/09/2020,"$1,489,000",–
Ainslie,2020,09/06/2020,"$1,450,000",Single residential dwelling
Ainslie,2020,07/04/2020,"$1,400,000",Multiple unit dwelling
Ainslie,2020,12/11/2020,"$1,390,000",Single residential dwelling
Ainslie,2020,22/02/2020,"$1,365,000",Single residential dwelling
Ainslie,2020,14/11/2020,"$1,320,000",Single residential dwelling
Ainslie,2020,26/09/2020,"$1,317,000",Multiple unit dwelling
Ainslie,2020,14/11/2020,"$1,310,000",Single residential dwelling
Ainslie,2020,14/11/2020,"$1,310,000",–
Ainslie,2020,29/10/2020,"$1,300,000",Single residential dwelling
Ainslie,2020,28/11/2020,"$1,300,000",–
Ainslie,2020,19/11/2020,"$1,300,000",Multiple unit dwelling
Ainslie,2020,26/03/2020,"$1,290,000",Single residential dwelling
Ainslie,2020,19/10/2020,"$1,280,000",Single residential dwelling
Ainslie,2020,19/11/2020,"$1,280,000",–
Ainslie,2020,23/04/2020,"$1,262,000",Single residential dwelling
Ainslie,2020,29/02/2020,"$1,241,000",Single residential dwelling...
Ainslie,2020,21/10/2020,"$1,230,000",Single residential dwelling...
Ainslie,2020,25/08/2020,"$1,225,000",Single residential dwelling
Ainslie,2020,19/02/2020,"$1,220,000",Multiple unit dwelling
Ainslie,2020,19/02/2020,"$1,220,000",–
Ainslie,2020,18/07/2020,"$1,200,000",Single residential dwelling
Ainslie,2020,20/08/2020,"$1,190,000",Single residential dwelling...
Ainslie,2020,22/02/2020,"$1,190,000",Single residential dwelling
Ainslie,2020,12/11/2020,"$1,180,000",Single residential dwelling
Ainslie,2020,16/09/2020,"$1,150,000",Single residential dwelling...
Ainslie,2020,08/07/2020,"$1,100,000",Single residential dwelling
Ainslie,2020,23/04/2020,"$1,100,000",Single residential dwelling
Ainslie,2020,31/08/2020,"$1,100,000",Single residential dwelling
Ainslie,2020,01/07/2020,"$1,090,000",Single residential dwelling...
Ainslie,2020,07/03/2020,"$1,083,000",Single residential dwelling
Ainslie,2020,02/12/2020,"$1,070,000",Single residential dwelling...
Ainslie,2020,04/07/2020,"$1,050,000",Single residential dwelling
Ainslie,2020,18/03/2020,"$1,038,888",Single residential dwelling
Ainslie,2020,08/12/2020,"$1,030,000",Single residential dwelling
Ainslie,2020,14/11/2020,"$1,025,000",Multiple unit dwelling
Ainslie,2020,14/11/2020,"$1,025,000",–
Ainslie,2020,25/06/2020,"$1,010,000",Single residential dwelling
Ainslie,2020,15/07/2020,"$1,000,000",Multiple unit dwelling
Ainslie,2020,06/11/2020,"$997,000",Single residential dwelling
Ainslie,2020,21/02/2020,"$989,151",–
Ainslie,2020,29/02/2020,"$980,000",Single residential dwelling
Ainslie,2020,30/01/2020,"$972,500",Single residential dwelling
Ainslie,2020,16/04/2020,"$963,400",–
Ainslie,2020,03/06/2020,"$900,000",Single residential dwelling
Ainslie,2020,05/03/2020,"$890,000",Single residential dwelling
Ainslie,2020,15/07/2020,"$840,000",Single residential dwelling
Ainslie,2020,16/09/2020,"$777,000",Single residential dwelling
Ainslie,2020,23/07/2020,"$750,000",Single residential dwelling
Ainslie,2020,21/08/2020,"$740,000",Multiple unit dwelling
Ainslie,2020,21/08/2020,"$740,000",Multiple unit dwelling
Ainslie,2020,21/08/2020,"$740,000",Multiple unit dwelling
Ainslie,2020,21/08/2020,"$740,000",Single residential dwelling
Ainslie,2020,30/04/2020,"$699,000",Single residential dwelling
Ainslie,2020,30/04/2020,"$699,000",–
Ainslie,2020,20/10/2020,"$675,000",Single residential dwelling
Ainslie,2020,22/05/2020,"$673,000",Multiple unit dwelling
Ainslie,2020,01/11/2020,"$442,500",Single residential dwelling
Ainslie,2020,04/11/2020,$0,Single residential dwelling
Ainslie,2020,28/03/2020,$0,Single residential dwelling
Ainslie,2020,13/09/2020,$0,Single residential dwelling
Ainslie,2020,24/10/2020,$0,Single residential dwelling
Ainslie,2020,13/06/2020,$0,Single residential dwelling
Ainslie,2020,08/05/2020,$0,Single residential dwelling
Ainslie,2020,23/01/2020,$0,Multiple unit dwelling
Ainslie,2020,20/02/2020,$0,Single residential dwelling
Ainslie,2020,24/04/2020,$0,Single residential dwelling
Ainslie,2020,13/02/2020,$0,Single residential dwelling
Ainslie,2021,27/03/2021,"$1,950,000",–
Ainslie,2021,30/03/2021,"$1,885,000",–
Ainslie,2021,05/03/2021,"$1,735,000",–
Ainslie,2021,01/03/2021,"$1,691,000",–
Ainslie,2021,28/01/2021,"$1,621,000",–
Ainslie,2021,04/02/2021,"$1,560,000",–
Ainslie,2021,19/01/2021,"$1,485,000",–
Ainslie,2021,13/03/2021,"$1,460,000",–
Ainslie,2021,13/03/2021,"$1,301,000",–
Ainslie,2021,13/01/2021,"$1,250,000",–
Ainslie,2021,13/03/2021,"$1,183,000",–
Ainslie,2021,30/01/2021,"$1,165,000",–
Ainslie,2021,27/02/2021,"$1,126,000",–
Ainslie,2021,13/03/2021,"$950,000",–
Ainslie,2021,19/02/2021,"$735,000",–
