date,price
2013-03-22,514000
2013-03-22,620000
2013-03-22,584380
2013-03-22,595000
2013-03-22,550000
2013-03-22,492000
2013-03-22,239000
2013-03-22,485000
2013-03-23,650000
2013-03-23,488500
2013-03-23,412500
2013-03-23,765000
2013-03-23,753000
2013-03-23,757500
2013-03-23,760000
2013-03-23,1275000
2013-03-23,473500
2013-03-23,1200000
2013-03-23,782500
2013-03-25,586000
2013-03-25,575000
2013-03-25,700000
2013-03-25,294500
2013-03-25,455000
2013-03-25,333000
2013-03-25,790000
2013-03-25,530000
2013-03-25,570000
2013-03-25,380000
2013-03-25,850000
2013-03-26,194000
2013-03-26,648000
2013-03-26,1075000
2013-03-26,546000
2013-03-26,200000
2013-03-26,566500
2013-03-26,825000
2013-03-26,600000
2013-03-26,560500
2013-03-26,514000
2013-03-26,395000
2013-03-26,327000
2013-03-26,482000
2013-03-26,415000
2013-03-26,575000
2013-03-26,252500
2013-03-26,319000
2013-03-26,205000
2013-03-26,620000
2013-03-26,594500
2013-03-26,100000
2013-03-26,560000
2013-03-26,251000
2013-03-27,265000
2013-03-27,239000
2013-03-27,410000
2013-03-27,715000
2013-03-27,585000
2013-03-27,430000
2013-03-27,380000
2013-03-27,627000
2013-03-27,550000
2013-03-27,188000
2013-03-27,1050000
2013-03-27,430000
2013-03-27,467550
2013-03-27,756000
2013-03-27,779500
2013-03-27,517000
2013-03-27,593000
2013-03-27,230000
2013-03-27,211000
2013-03-27,891000
2013-03-27,480000
2013-03-27,420000
2013-03-27,430000
2013-03-27,720000
2013-03-27,570000
2013-03-27,595000
2013-03-27,283000
2013-03-27,510000
2013-03-27,762000
2013-03-27,545000
2013-03-27,440000
2013-03-27,895000
2013-03-27,487500
2013-03-27,830000
2013-03-28,406000
2013-03-28,320000
2013-03-28,620000
2013-03-28,505000
2013-03-28,615000
2013-03-28,357000
2013-03-28,575000
2013-03-28,480000
2013-03-28,1050000
2013-03-28,815000
2013-03-28,372500
2013-03-28,572500
2013-03-28,553000
2013-03-28,843000
2013-03-28,498000
2013-03-28,530000
2013-03-28,530000
2013-03-28,570000
2013-03-28,437000
2013-03-28,447000
2013-03-28,467000
2013-03-28,1275000
2013-03-28,485000
2013-03-28,705500
2013-03-28,595000
2013-03-28,835000
2013-03-28,245000
2013-03-28,1160000
2013-03-28,730000
2013-03-28,735000
2013-04-02,453700
2013-04-02,501250
2013-04-02,380000
2013-04-02,473000
2013-04-02,355000
2013-04-02,292000
2013-04-02,246000
2013-04-02,296000
2013-04-02,460000
2013-04-02,880000
2013-04-02,359950
2013-04-03,420000
2013-04-03,620000
2013-04-03,475000
2013-04-03,606000
2013-04-03,390000
2013-04-03,529000
2013-04-03,605000
2013-04-03,333000
2013-04-03,565000
2013-04-03,489000
2013-04-03,506000
2013-04-03,470000
2013-04-03,241000
2013-04-03,458000
2013-04-03,210000
2013-04-03,627500
2013-04-03,485000
2013-04-03,575000
2013-04-04,675000
2013-04-04,326000
2013-04-04,524000
2013-04-04,326000
2013-04-04,275000
2013-04-04,550000
2013-04-04,625000
2013-04-04,529000
2013-04-04,720000
2013-04-04,119000
2013-04-04,470000
2013-04-04,522500
2013-04-04,512500
2013-04-04,660000
2013-04-04,410000
2013-04-04,548500
2013-04-05,612000
2013-04-05,570000
2013-04-05,845000
2013-04-05,508000
2013-04-05,527500
2013-04-05,550000
2013-04-05,575000
2013-04-05,620000
2013-04-05,980000
2013-04-05,343000
2013-04-05,307000
2013-04-05,495000
2013-04-05,525000
2013-04-05,573000
2013-04-05,408000
2013-04-05,610000
2013-04-05,549000
2013-04-05,453000
2013-04-05,560000
2013-04-05,487500
2013-04-05,650000
2013-04-05,780000
2013-04-05,660000
2013-04-05,654000
2013-04-05,1100000
2013-04-05,425000
2013-04-05,920000
2013-04-05,493250
2013-04-06,466000
2013-04-06,800000
2013-04-06,502000
2013-04-06,941000
2013-04-06,675000
2013-04-08,640000
2013-04-08,405000
2013-04-08,120000
2013-04-08,298000
2013-04-08,797500
2013-04-08,930000
2013-04-08,571000
2013-04-08,449000
2013-04-08,910000
2013-04-08,430000
2013-04-08,408000
2013-04-08,659950
2013-04-08,530000
2013-04-08,380000
2013-04-08,463000
2013-04-08,380000
2013-04-08,635000
2013-04-09,1272000
2013-04-09,508500
2013-04-09,660000
2013-04-09,612000
2013-04-09,477000
2013-04-09,267000
2013-04-09,617000
2013-04-09,920000
2013-04-09,571000
2013-04-09,502500
2013-04-09,470000
2013-04-09,315000
2013-04-10,540000
2013-04-10,235000
2013-04-10,502500
2013-04-10,570000
2013-04-10,249000
2013-04-10,580000
2013-04-10,601000
2013-04-10,510000
2013-04-10,580000
2013-04-10,1057000
2013-04-10,325000
2013-04-10,550000
2013-04-10,490000
2013-04-10,690000
2013-04-10,20500
2013-04-10,659250
2013-04-10,477500
2013-04-10,590000
2013-04-10,90000
2013-04-10,449500
2013-04-11,440000
2013-04-11,415000
2013-04-11,571000
2013-04-11,370000
2013-04-11,394950
2013-04-11,550000
2013-04-11,835000
2013-04-11,820000
2013-04-11,180000
2013-04-11,505000
2013-04-11,250000
2013-04-11,493000
2013-04-11,510000
2013-04-11,620000
2013-04-11,410000
2013-04-11,646000
2013-04-11,518000
2013-04-11,285000
2013-04-11,685000
2013-04-11,477500
2013-04-12,665000
2013-04-12,885000
2013-04-12,570000
2013-04-12,615000
2013-04-12,1725000
2013-04-12,403555
2013-04-12,1040000
2013-04-12,525990
2013-04-12,354000
2013-04-12,715000
2013-04-12,505000
2013-04-12,400000
2013-04-12,730000
2013-04-12,560000
2013-04-12,580000
2013-04-12,1275000
2013-04-12,595000
2013-04-12,896000
2013-04-12,625000
2013-04-13,616000
2013-04-13,865000
2013-04-13,645500
2013-04-13,870000
2013-04-13,680000
2013-04-13,440000
2013-04-13,420000
2013-04-13,1220000
2013-04-13,737500
2013-04-13,580000
2013-04-13,650000
2013-04-13,770000
2013-04-14,665000
2013-04-14,795000
2013-04-15,475000
2013-04-15,895000
2013-04-15,515000
2013-04-15,559500
2013-04-15,306500
2013-04-15,410000
2013-04-15,395000
2013-04-15,510000
2013-04-16,430000
2013-04-16,610000
2013-04-16,457000
2013-04-16,485000
2013-04-16,1150000
2013-04-16,250000
2013-04-16,440000
2013-04-17,499000
2013-04-17,355000
2013-04-17,475000
2013-04-17,531000
2013-04-17,300000
2013-04-17,475000
2013-04-17,435000
2013-04-17,477500
2013-04-17,195000
2013-04-17,393000
2013-04-17,645000
2013-04-17,580000
2013-04-17,565000
2013-04-18,570000
2013-04-18,314000
2013-04-18,263500
2013-04-18,515000
2013-04-18,27592
2013-04-18,215000
2013-04-18,336900
2013-04-18,690000
2013-04-18,750000
2013-04-18,581000
2013-04-18,365000
2013-04-18,385000
2013-04-18,580000
2013-04-18,453000
2013-04-18,620000
2013-04-19,526000
2013-04-19,545000
2013-04-19,602000
2013-04-19,510000
2013-04-19,524000
2013-04-19,432400
2013-04-19,460000
2013-04-19,525000
2013-04-19,705000
2013-04-19,735000
2013-04-19,432500
2013-04-19,455000
2013-04-19,175000
2013-04-19,762500
2013-04-19,720000
2013-04-19,380000
2013-04-19,372900
2013-04-19,760000
2013-04-19,615000
2013-04-19,790000
2013-04-19,887500
2013-04-19,510000
2013-04-19,224200
2013-04-20,630000
2013-04-20,602000
2013-04-22,580000
2013-04-22,491000
2013-04-22,940000
2013-04-22,395000
2013-04-22,955000
2013-04-22,620000
2013-04-22,564975
2013-04-22,198000
2013-04-22,199000
2013-04-22,425000
2013-04-22,622500
2013-04-22,410000
2013-04-22,625000
2013-04-22,887500
2013-04-22,246500
2013-04-22,1880000
2013-04-22,198000
2013-04-22,240000
2013-04-23,486000
2013-04-23,559000
2013-04-23,606000
2013-04-23,570000
2013-04-23,510000
2013-04-23,580000
2013-04-23,600000
2013-04-23,480000
2013-04-23,220000
2013-04-23,370000
2013-04-23,338500
2013-04-23,506000
2013-04-23,530000
2013-04-23,615000
2013-04-23,525000
2013-04-23,275000
2013-04-24,347000
2013-04-24,680000
2013-04-24,151990
2013-04-24,355000
2013-04-24,580000
2013-04-24,290000
2013-04-24,490000
2013-04-24,314000
2013-04-24,470000
2013-04-24,580000
2013-04-24,304000
2013-04-24,309000
2013-04-24,560000
2013-04-24,391000
2013-04-24,752000
2013-04-24,512000
2013-04-24,910000
2013-04-24,450000
2013-04-24,722000
2013-04-24,750000
2013-04-24,407000
2013-04-26,555000
2013-04-26,875000
2013-04-26,885000
2013-04-26,520000
2013-04-26,575000
2013-04-26,285000
2013-04-26,1450000
2013-04-26,460000
2013-04-26,770000
2013-04-26,645000
2013-04-26,490000
2013-04-27,500000
2013-04-27,505000
2013-04-27,1085000
2013-04-27,658000
2013-04-27,670000
2013-04-27,555000
2013-04-27,1140000
2013-04-27,625000
2013-04-27,566000
2013-04-27,745000
2013-04-27,590000
2013-04-27,900000
2013-04-29,349900
2013-04-29,204000
2013-04-29,500000
2013-04-29,480000
2013-04-29,470000
2013-04-29,475000
2013-04-29,209000
2013-04-29,429000
2013-04-29,605000
2013-04-29,715000
2013-04-29,215000
2013-04-29,199000
2013-04-29,935000
2013-04-29,287000
2013-04-29,279000
2013-04-29,875000
2013-04-29,354000
2013-04-29,2550000
2013-04-29,311000
2013-04-29,595000
2013-04-29,630000
2013-04-29,615000
2013-04-29,680000
2013-04-29,485000
2013-04-29,470000
2013-04-29,420000
2013-04-29,317000
2013-04-29,495000
2013-04-29,570000
2013-04-30,221479
2013-04-30,318500
2013-04-30,221075
2013-04-30,227833
2013-04-30,288000
2013-04-30,1031000
2013-04-30,240500
2013-04-30,233100
2013-04-30,240500
2013-04-30,228740
2013-04-30,244200
2013-04-30,73000
2013-04-30,550000
2013-04-30,409000
2013-04-30,222000
2013-04-30,221075
2013-04-30,257821
2013-04-30,221075
2013-04-30,264000
2013-04-30,219225
2013-04-30,227550
2013-04-30,216450
2013-04-30,216450
2013-04-30,216450
2013-04-30,470000
2013-04-30,315000
2013-04-30,214600
2013-04-30,435000
2013-04-30,520000
2013-04-30,227833
2013-04-30,1032000
2013-04-30,228740
2013-04-30,224202
2013-04-30,231464
2013-04-30,224775
2013-04-30,225110
2013-05-01,520000
2013-05-01,685000
2013-05-01,690000
2013-05-01,550000
2013-05-01,420000
2013-05-01,445000
2013-05-01,415000
2013-05-01,570000
2013-05-01,500000
2013-05-01,340000
2013-05-01,314000
2013-05-01,1450000
2013-05-01,284000
2013-05-01,470000
2013-05-01,390000
2013-05-01,610000
2013-05-01,880000
2013-05-02,416500
2013-05-02,520000
2013-05-02,608439
2013-05-02,451000
2013-05-02,422500
2013-05-02,920000
2013-05-02,629000
2013-05-02,337000
2013-05-02,575000
2013-05-02,560000
2013-05-02,595000
2013-05-02,570000
2013-05-03,236000
2013-05-03,520000
2013-05-03,387000
2013-05-03,410000
2013-05-03,455000
2013-05-03,345000
2013-05-03,260000
2013-05-03,274000
2013-05-03,309000
2013-05-03,578000
2013-05-03,255000
2013-05-03,401000
2013-05-03,567000
2013-05-03,1375000
2013-05-03,860000
2013-05-03,180000
2013-05-04,582000
2013-05-04,930000
2013-05-04,730000
2013-05-04,455000
2013-05-04,532000
2013-05-04,850000
2013-05-04,588000
2013-05-04,1152000
2013-05-04,1025000
2013-05-04,656000
2013-05-04,832500
2013-05-04,720000
2013-05-04,790000
2013-05-04,960000
2013-05-04,891000
2013-05-04,765000
2013-05-04,1090000
2013-05-05,395000
2013-05-05,865000
2013-05-06,450000
2013-05-06,910000
2013-05-06,445000
2013-05-06,475000
2013-05-06,670000
2013-05-06,333000
2013-05-06,720000
2013-05-06,580000
2013-05-06,887000
2013-05-06,550000
2013-05-06,735000
2013-05-06,450000
2013-05-07,445000
2013-05-07,447000
2013-05-07,562000
2013-05-07,750000
2013-05-07,495000
2013-05-07,262000
2013-05-07,325000
2013-05-07,511500
2013-05-07,455000
2013-05-07,429000
2013-05-07,732000
2013-05-07,635000
2013-05-07,419000
2013-05-08,445000
2013-05-08,335000
2013-05-08,610000
2013-05-08,725000
2013-05-08,850000
2013-05-08,647000
2013-05-08,515000
2013-05-08,379950
2013-05-08,205000
2013-05-08,570000
2013-05-08,782000
2013-05-09,290000
2013-05-09,475000
2013-05-09,610000
2013-05-09,420000
2013-05-09,555000
2013-05-09,955000
2013-05-09,535000
2013-05-09,570000
2013-05-09,286000
2013-05-09,531400
2013-05-09,563500
2013-05-09,670000
2013-05-10,275000
2013-05-10,260000
2013-05-10,280500
2013-05-10,575000
2013-05-10,215000
2013-05-10,591500
2013-05-10,285000
2013-05-10,565000
2013-05-10,403000
2013-05-10,755000
2013-05-10,675000
2013-05-10,1525000
2013-05-10,640000
2013-05-11,540000
2013-05-11,500000
2013-05-11,760000
2013-05-11,530000
2013-05-11,1102000
2013-05-11,700000
2013-05-12,672500
2013-05-12,419000
2013-05-12,615000
2013-05-13,685000
2013-05-13,600000
2013-05-13,720000
2013-05-13,405000
2013-05-13,490000
2013-05-13,584000
2013-05-13,612500
2013-05-13,285000
2013-05-13,330000
2013-05-13,565000
2013-05-13,360000
2013-05-13,440000
2013-05-13,492500
2013-05-13,400000
2013-05-13,762000
2013-05-13,1380000
2013-05-13,1000000
2013-05-14,425000
2013-05-14,425000
2013-05-14,902000
2013-05-14,3400
2013-05-14,309000
2013-05-14,299000
2013-05-14,610000
2013-05-14,469000
2013-05-14,762000
2013-05-14,532500
2013-05-14,700015
2013-05-14,540000
2013-05-14,510000
2013-05-14,312000
2013-05-14,1518000
2013-05-14,385000
2013-05-14,679550
2013-05-14,625000
2013-05-15,1240000
2013-05-15,532000
2013-05-15,240000
2013-05-15,475000
2013-05-15,507000
2013-05-15,652500
2013-05-15,160000
2013-05-15,385000
2013-05-15,567000
2013-05-15,240000
2013-05-15,300000
2013-05-15,397000
2013-05-15,445000
2013-05-15,251650
2013-05-15,520000
2013-05-15,442500
2013-05-15,253000
2013-05-15,774500
2013-05-15,323000
2013-05-16,210000
2013-05-16,711000
2013-05-16,190000
2013-05-16,499950
2013-05-16,1520000
2013-05-16,281500
2013-05-16,600000
2013-05-16,480000
2013-05-16,873500
2013-05-16,232000
2013-05-16,650000
2013-05-16,440000
2013-05-16,460000
2013-05-16,424900
2013-05-17,300000
2013-05-17,560000
2013-05-17,435000
2013-05-17,307000
2013-05-17,525000
2013-05-17,385000
2013-05-17,306500
2013-05-17,189726
2013-05-17,645000
2013-05-17,468000
2013-05-17,515000
2013-05-17,428000
2013-05-17,493500
2013-05-17,625000
2013-05-17,625000
2013-05-17,900000
2013-05-17,580000
2013-05-17,300000
2013-05-17,605000
2013-05-18,677500
2013-05-18,429000
2013-05-18,625000
2013-05-18,940000
2013-05-18,677000
2013-05-18,630000
2013-05-18,521000
2013-05-18,650000
2013-05-18,482500
2013-05-18,980000
2013-05-18,537500
2013-05-20,615000
2013-05-20,555000
2013-05-20,390000
2013-05-20,860000
2013-05-20,650000
2013-05-20,459000
2013-05-20,612500
2013-05-20,276500
2013-05-20,1001000
2013-05-20,570000
2013-05-20,480000
2013-05-21,305000
2013-05-21,515000
2013-05-21,555000
2013-05-21,561000
2013-05-21,298000
2013-05-21,611600
2013-05-21,150000
2013-05-21,298000
2013-05-21,535000
2013-05-21,698000
2013-05-21,380000
2013-05-21,610000
2013-05-21,289000
2013-05-21,739670
2013-05-21,495000
2013-05-22,530000
2013-05-22,336000
2013-05-22,463500
2013-05-22,315000
2013-05-22,313000
2013-05-22,389900
2013-05-22,610000
2013-05-22,330000
2013-05-22,445000
2013-05-23,520000
2013-05-23,545000
2013-05-23,250000
2013-05-23,190000
2013-05-23,190000
2013-05-23,315500
2013-05-23,783000
2013-05-24,525000
2013-05-24,715000
2013-05-24,695000
2013-05-24,274000
2013-05-24,600000
2013-05-24,566500
2013-05-24,440000
2013-05-24,710000
2013-05-24,730000
2013-05-24,855000
2013-05-24,380000
2013-05-24,585000
2013-05-24,585000
2013-05-24,670000
2013-05-24,505000
2013-05-24,241000
2013-05-24,480000
2013-05-24,575000
2013-05-24,340000
2013-05-24,465000
2013-05-24,665000
2013-05-25,558000
2013-05-25,880000
2013-05-25,795000
2013-05-25,595000
2013-05-25,715000
2013-05-25,650000
2013-05-25,586000
2013-05-25,812000
2013-05-25,625000
2013-05-25,905000
2013-05-25,536000
2013-05-25,733000
2013-05-25,412500
2013-05-25,855000
2013-05-25,553000
2013-05-25,451000
2013-05-25,1010000
2013-05-26,442000
2013-05-27,438000
2013-05-27,544000
2013-05-27,500000
2013-05-27,307000
2013-05-27,308500
2013-05-27,530000
2013-05-27,308000
2013-05-27,490000
2013-05-27,960000
2013-05-27,530000
2013-05-27,425000
2013-05-27,399950
2013-05-27,579000
2013-05-27,479950
2013-05-27,681250
2013-05-27,690000
2013-05-27,632500
2013-05-27,495000
2013-05-27,235000
2013-05-27,910000
2013-05-27,681250
2013-05-27,735000
2013-05-28,507500
2013-05-28,700000
2013-05-28,830000
2013-05-28,377000
2013-05-28,344000
2013-05-28,540000
2013-05-28,505000
2013-05-28,665000
2013-05-28,475000
2013-05-28,602500
2013-05-28,324000
2013-05-28,666400
2013-05-28,445000
2013-05-28,480000
2013-05-28,600000
2013-05-29,682500
2013-05-29,450000
2013-05-29,876000
2013-05-29,610000
2013-05-29,680000
2013-05-29,309000
2013-05-29,309000
2013-05-29,336000
2013-05-29,515000
2013-05-29,260000
2013-05-29,575000
2013-05-29,528000
2013-05-29,475000
2013-05-29,555000
2013-05-30,630000
2013-05-30,281000
2013-05-30,525000
2013-05-30,500000
2013-05-30,678000
2013-05-30,520000
2013-05-30,373000
2013-05-30,355000
2013-05-30,405000
2013-05-30,500000
2013-05-30,530000
2013-05-30,500000
2013-05-30,450000
2013-05-30,316000
2013-05-30,539950
2013-05-31,670000
2013-05-31,710000
2013-05-31,500000
2013-05-31,415000
2013-05-31,1380000
2013-05-31,403000
2013-05-31,464000
2013-05-31,431500
2013-05-31,435000
2013-05-31,493000
2013-05-31,314000
2013-05-31,1750000
2013-05-31,1020000
2013-05-31,390000
2013-05-31,472000
2013-05-31,870000
2013-05-31,498000
2013-05-31,291000
2013-05-31,716000
2013-05-31,585000
2013-05-31,372000
2013-05-31,650000
2013-05-31,375000
2013-05-31,535000
2013-05-31,305500
2013-05-31,375000
2013-05-31,375000
2013-05-31,390000
2013-05-31,380000
2013-05-31,545000
2013-05-31,308000
2013-05-31,308000
2013-06-01,742000
2013-06-01,382500
2013-06-01,961000
2013-06-01,472500
2013-06-03,316000
2013-06-03,350500
2013-06-03,863000
2013-06-03,615000
2013-06-03,370000
2013-06-03,820000
2013-06-03,410000
2013-06-03,500000
2013-06-03,475000
2013-06-03,450000
2013-06-03,710000
2013-06-03,428150
2013-06-04,560000
2013-06-04,582000
2013-06-04,452000
2013-06-04,670000
2013-06-04,246000
2013-06-04,415000
2013-06-04,680000
2013-06-04,585000
2013-06-04,657000
2013-06-04,248000
2013-06-04,610000
2013-06-04,526000
2013-06-04,545000
2013-06-04,635000
2013-06-04,495000
2013-06-04,480000
2013-06-04,427500
2013-06-04,510000
2013-06-04,708000
2013-06-04,432000
2013-06-04,400000
2013-06-04,488500
2013-06-04,306000
2013-06-04,470000
2013-06-04,555000
2013-06-04,750000
2013-06-04,555000
2013-06-04,580000
2013-06-04,450000
2013-06-04,295000
2013-06-04,450000
2013-06-05,460000
2013-06-05,470000
2013-06-05,390000
2013-06-05,626000
2013-06-05,640000
2013-06-05,633500
2013-06-05,551500
2013-06-05,795000
2013-06-05,596000
2013-06-05,747000
2013-06-05,575000
2013-06-05,651000
2013-06-05,406000
2013-06-05,289000
2013-06-05,452500
2013-06-05,560000
2013-06-05,950000
2013-06-05,570000
2013-06-06,185000
2013-06-06,515000
2013-06-06,3800000
2013-06-06,705000
2013-06-06,460000
2013-06-06,326900
2013-06-06,676000
2013-06-06,555000
2013-06-06,555000
2013-06-06,522000
2013-06-06,1200000
2013-06-06,580000
2013-06-06,473800
2013-06-06,790000
2013-06-06,190000
2013-06-06,465000
2013-06-06,500000
2013-06-06,580000
2013-06-06,658000
2013-06-06,230000
2013-06-06,495000
2013-06-06,605000
2013-06-07,373000
2013-06-07,475000
2013-06-07,480000
2013-06-07,500000
2013-06-07,1450000
2013-06-07,710000
2013-06-07,269000
2013-06-07,520000
2013-06-07,239000
2013-06-07,560000
2013-06-07,708000
2013-06-07,527000
2013-06-07,940000
2013-06-07,550000
2013-06-07,465000
2013-06-07,447000
2013-06-07,560000
2013-06-07,560000
2013-06-07,520000
2013-06-07,431500
2013-06-07,457000
2013-06-07,795000
2013-06-07,575000
2013-06-07,625000
2013-06-07,720000
2013-06-07,490000
2013-06-08,770000
2013-06-10,226000
2013-06-10,145000
2013-06-11,373000
2013-06-11,700000
2013-06-11,795000
2013-06-11,4000000
2013-06-11,465000
2013-06-11,745000
2013-06-11,470000
2013-06-11,445000
2013-06-11,550000
2013-06-11,450000
2013-06-11,482000
2013-06-11,445000
2013-06-11,450000
2013-06-12,515000
2013-06-12,480000
2013-06-12,1920000
2013-06-12,399300
2013-06-12,490000
2013-06-12,565000
2013-06-12,595000
2013-06-12,510000
2013-06-12,551000
2013-06-12,570000
2013-06-12,595000
2013-06-12,596000
2013-06-12,1615000
2013-06-12,335000
2013-06-12,378000
2013-06-12,544000
2013-06-12,326900
2013-06-12,281000
2013-06-12,215000
2013-06-12,815000
2013-06-12,425000
2013-06-13,487500
2013-06-13,555000
2013-06-13,605000
2013-06-13,205200
2013-06-13,860000
2013-06-13,486630
2013-06-13,270000
2013-06-13,495000
2013-06-13,485000
2013-06-13,585000
2013-06-13,789000
2013-06-13,560000
2013-06-13,630000
2013-06-13,635000
2013-06-13,540000
2013-06-13,585000
2013-06-13,270000
2013-06-13,610000
2013-06-13,250000
2013-06-14,860000
2013-06-14,570000
2013-06-14,693000
2013-06-14,396000
2013-06-14,571000
2013-06-14,550000
2013-06-14,6200
2013-06-14,335000
2013-06-14,380000
2013-06-14,540000
2013-06-14,250000
2013-06-14,631500
2013-06-14,600000
2013-06-14,313000
2013-06-14,493000
2013-06-14,685000
2013-06-14,275000
2013-06-14,580000
2013-06-14,590000
2013-06-14,650000
2013-06-14,886000
2013-06-14,283500
2013-06-15,1670000
2013-06-15,1043000
2013-06-15,670000
2013-06-15,420000
2013-06-15,440000
2013-06-15,750000
2013-06-17,489000
2013-06-17,540000
2013-06-17,430000
2013-06-17,258000
2013-06-17,277000
2013-06-17,426000
2013-06-17,535000
2013-06-17,278500
2013-06-17,1265000
2013-06-17,569500
2013-06-17,378000
2013-06-17,891605
2013-06-17,445000
2013-06-17,800000
2013-06-17,965000
2013-06-18,600000
2013-06-18,205000
2013-06-18,445000
2013-06-18,350000
2013-06-18,375000
2013-06-18,430000
2013-06-18,326000
2013-06-18,551388
2013-06-18,625000
2013-06-18,800000
2013-06-18,570000
2013-06-18,500000
2013-06-18,590000
2013-06-18,535000
2013-06-18,346000
2013-06-19,402000
2013-06-19,661000
2013-06-19,502000
2013-06-19,493000
2013-06-19,700000
2013-06-19,290000
2013-06-19,745000
2013-06-19,835000
2013-06-19,240000
2013-06-19,580000
2013-06-19,407500
2013-06-19,580000
2013-06-19,482500
2013-06-20,404000
2013-06-20,331500
2013-06-20,510000
2013-06-20,520000
2013-06-20,252000
2013-06-20,338000
2013-06-20,395000
2013-06-20,299000
2013-06-20,500450
2013-06-20,316000
2013-06-20,700000
2013-06-20,556000
2013-06-20,555000
2013-06-20,444000
2013-06-20,905000
2013-06-20,595000
2013-06-20,485000
2013-06-20,532500
2013-06-20,200000
2013-06-20,505000
2013-06-21,467500
2013-06-21,490000
2013-06-21,680000
2013-06-21,215000
2013-06-21,740000
2013-06-21,555000
2013-06-21,517000
2013-06-21,459000
2013-06-21,457000
2013-06-21,469900
2013-06-21,500000
2013-06-21,1050000
2013-06-21,241000
2013-06-21,445000
2013-06-21,1462500
2013-06-21,495000
2013-06-21,630000
2013-06-21,560000
2013-06-21,499000
2013-06-22,400000
2013-06-22,420000
2013-06-22,572000
2013-06-22,737500
2013-06-22,740000
2013-06-22,570000
2013-06-22,452000
2013-06-23,1188000
2013-06-24,290000
2013-06-24,445000
2013-06-24,595000
2013-06-24,526600
2013-06-24,625000
2013-06-24,535000
2013-06-24,982500
2013-06-25,327000
2013-06-25,319000
2013-06-25,555000
2013-06-25,575000
2013-06-25,365000
2013-06-25,800000
2013-06-25,525000
2013-06-25,353000
2013-06-25,329900
2013-06-25,623000
2013-06-25,585000
2013-06-25,249000
2013-06-25,485000
2013-06-25,566000
2013-06-25,485000
2013-06-26,565000
2013-06-26,580000
2013-06-26,770000
2013-06-26,630000
2013-06-26,525000
2013-06-26,550000
2013-06-26,422000
2013-06-26,600000
2013-06-26,425000
2013-06-26,385000
2013-06-26,388000
2013-06-26,512500
2013-06-26,445000
2013-06-26,595000
2013-06-26,580000
2013-06-26,656500
2013-06-27,422500
2013-06-27,194000
2013-06-27,194000
2013-06-27,763000
2013-06-27,415000
2013-06-27,460000
2013-06-27,192000
2013-06-27,241000
2013-06-27,630000
2013-06-27,250000
2013-06-27,417500
2013-06-27,253000
2013-06-27,254000
2013-06-27,258000
2013-06-27,261000
2013-06-27,261000
2013-06-27,190000
2013-06-27,265000
2013-06-27,272000
2013-06-27,379500
2013-06-27,870000
2013-06-27,284500
2013-06-27,246000
2013-06-27,2050000
2013-06-27,415000
2013-06-27,505000
2013-06-27,600000
2013-06-27,490000
2013-06-27,850000
2013-06-27,1050000
2013-06-27,460000
2013-06-27,415000
2013-06-27,176000
2013-06-27,470000
2013-06-28,630000
2013-06-28,278000
2013-06-28,630000
2013-06-28,234000
2013-06-28,730000
2013-06-28,455000
2013-06-28,373000
2013-06-28,740000
2013-06-28,373000
2013-06-28,225000
2013-06-28,215000
2013-06-28,670000
2013-06-28,200000
2013-06-28,420000
2013-06-28,470000
2013-06-28,480000
2013-06-28,555000
2013-06-28,436000
2013-06-28,305000
2013-06-28,153990
2013-06-28,470000
2013-06-28,570000
2013-06-28,346500
2013-06-28,264000
2013-06-29,564000
2013-06-29,910000
2013-06-29,915000
2013-06-29,820000
2013-06-29,240000
2013-06-29,510000
2013-06-29,735000
2013-06-29,615000
2013-06-29,535000
2013-06-29,600000
2013-06-29,600000
2013-06-29,722500
2013-06-29,1551000
2013-06-30,97000
2013-07-01,280500
2013-07-01,525000
2013-07-01,700000
2013-07-01,582000
2013-07-01,650000
2013-07-01,505000
2013-07-01,435000
2013-07-01,651000
2013-07-01,425000
2013-07-01,410000
2013-07-01,540000
2013-07-01,258000
2013-07-01,251000
2013-07-01,537000
2013-07-01,535000
2013-07-01,408000
2013-07-01,462000
2013-07-01,537500
2013-07-02,385000
2013-07-02,412500
2013-07-02,277500
2013-07-02,770000
2013-07-02,760000
2013-07-02,537000
2013-07-02,581000
2013-07-02,440000
2013-07-03,525000
2013-07-03,870000
2013-07-03,545000
2013-07-03,475000
2013-07-03,413000
2013-07-03,557500
2013-07-03,635000
2013-07-03,586000
2013-07-04,643000
2013-07-04,360
2013-07-04,440000
2013-07-04,284000
2013-07-04,368000
2013-07-04,555000
2013-07-04,710000
2013-07-04,430000
2013-07-04,980000
2013-07-04,700000
2013-07-04,240000
2013-07-04,505000
2013-07-04,320500
2013-07-04,557000
2013-07-04,940000
2013-07-04,505000
2013-07-05,359000
2013-07-05,244000
2013-07-05,445000
2013-07-05,298000
2013-07-05,340000
2013-07-05,473000
2013-07-05,700000
2013-07-05,775000
2013-07-05,525000
2013-07-05,600000
2013-07-05,630000
2013-07-05,425000
2013-07-05,536000
2013-07-05,515000
2013-07-05,485000
2013-07-05,450000
2013-07-05,301000
2013-07-05,488000
2013-07-05,450000
2013-07-05,610000
2013-07-05,725000
2013-07-05,256000
2013-07-05,262000
2013-07-06,535000
2013-07-06,522000
2013-07-06,672000
2013-07-06,418000
2013-07-06,415000
