suburb,date,price
Macquarie,2011-09-01,378000
Lyons,2011-09-01,625000
Harrison,2011-09-01,140360
Banks,2011-09-01,462000
Chisholm,2011-09-01,510000
O'Connor,2011-09-01,685000
Crace,2011-09-01,397000
Calwell,2011-09-01,425000
Garran,2011-09-01,518880
Fraser,2011-09-01,686000
O'Malley,2011-09-01,2500000
Crace,2011-09-01,610000
Scullin,2011-09-01,429000
Ngunnawal,2011-09-01,240000
Franklin,2011-09-01,412000
Farrer,2011-09-01,770000
Forde,2011-09-02,246000
Forde,2011-09-02,120000
Kambah,2011-09-02,440000
Melba,2011-09-02,500000
Lyneham,2011-09-02,590000
Fisher,2011-09-02,458000
Holder,2011-09-02,460000
Conder,2011-09-02,538000
Watson,2011-09-02,527500
Charnwood,2011-09-02,358000
Forde,2011-09-02,120000
Ngunnawal,2011-09-02,372500
Oxley,2011-09-02,625000
Giralang,2011-09-02,520000
Kambah,2011-09-02,570000
Melba,2011-09-02,1125000
Calwell,2011-09-02,395000
Pearce,2011-09-02,617000
Harrison,2011-09-02,762500
Forde,2011-09-02,209000
Forde,2011-09-02,120000
Forde,2011-09-02,295500
Wanniassa,2011-09-02,479000
Forde,2011-09-02,209000
Bonner,2011-09-02,515000
Deakin,2011-09-03,1286000
Narrabundah,2011-09-03,360000
Flynn,2011-09-03,405000
Hughes,2011-09-03,750000
Narrabundah,2011-09-03,695000
Palmerston,2011-09-03,789000
Ainslie,2011-09-03,700000
Casey,2011-09-03,215000
Gilmore,2011-09-03,455000
Higgins,2011-09-03,495000
Fadden,2011-09-04,630000
Chapman,2011-09-05,675000
Ngunnawal,2011-09-05,349900
Dunlop,2011-09-05,645000
Casey,2011-09-05,520000
Forde,2011-09-05,368000
Crace,2011-09-05,311500
Watson,2011-09-05,424900
Richardson,2011-09-05,453500
Richardson,2011-09-05,445000
Kambah,2011-09-05,730000
Monash,2011-09-05,512000
Dickson,2011-09-05,580000
Gordon,2011-09-05,765000
Kaleen,2011-09-05,665000
Crace,2011-09-05,515000
Pialligo,2011-09-05,2000000
Casey,2011-09-05,320000
Casey,2011-09-06,360000
Bruce,2011-09-06,650000
Calwell,2011-09-06,495000
Hackett,2011-09-06,760000
Kambah,2011-09-06,420000
Higgins,2011-09-06,468000
Charnwood,2011-09-06,425000
Amaroo,2011-09-06,677500
Lyons,2011-09-06,840000
Monash,2011-09-06,539950
Casey,2011-09-06,244000
Evatt,2011-09-06,440000
Forde,2011-09-06,326000
McKellar,2011-09-07,463000
Forde,2011-09-07,300000
Higgins,2011-09-07,470000
Waramanga,2011-09-07,457500
Stirling,2011-09-07,490000
Gungahlin,2011-09-07,542500
Scullin,2011-09-07,429000
Forde,2011-09-07,268000
Oxley,2011-09-07,591000
Oxley,2011-09-07,510000
Ngunnawal,2011-09-07,390000
Campbell,2011-09-07,750000
Bonner,2011-09-07,710000
Wanniassa,2011-09-07,675000
Harrison,2011-09-07,140360
Chisholm,2011-09-07,795000
Crace,2011-09-08,279000
Duffy,2011-09-08,520000
Pearce,2011-09-08,808000
Garran,2011-09-08,220000
Macarthur,2011-09-08,459000
Harrison,2011-09-08,583000
Gungahlin,2011-09-08,555000
Nicholls,2011-09-08,485000
Crace,2011-09-08,246000
Charnwood,2011-09-08,330000
Holder,2011-09-08,505000
Hawker,2011-09-08,871000
Fisher,2011-09-08,480000
Kambah,2011-09-08,461000
Monash,2011-09-08,782000
Lyons,2011-09-09,580000
Banks,2011-09-09,410000
Crace,2011-09-09,415000
Franklin,2011-09-09,285000
Chisholm,2011-09-09,475000
Kambah,2011-09-09,457000
Chapman,2011-09-09,525000
Forde,2011-09-09,315000
Ngunnawal,2011-09-09,658000
Ngunnawal,2011-09-09,380000
Bonner,2011-09-09,230000
Calwell,2011-09-09,670000
Gowrie,2011-09-09,514000
Dickson,2011-09-10,587500
Reid,2011-09-10,971000
Lyons,2011-09-10,780000
Evatt,2011-09-10,590000
Watson,2011-09-12,422900
Downer,2011-09-12,94000
Florey,2011-09-12,432000
Dunlop,2011-09-12,555000
Red Hill,2011-09-12,1090000
Crace,2011-09-12,526500
Duffy,2011-09-12,480000
Deakin,2011-09-13,865000
Bonner,2011-09-13,238000
Kambah,2011-09-13,569950
Pearce,2011-09-13,617500
Ngunnawal,2011-09-13,430000
Ngunnawal,2011-09-13,240000
Forde,2011-09-13,336000
Gowrie,2011-09-13,470000
Casey,2011-09-13,575000
Crace,2011-09-13,337000
Farrer,2011-09-13,592000
Calwell,2011-09-13,395000
Casey,2011-09-13,289000
Forde,2011-09-13,235000
Evatt,2011-09-14,450000
Ngunnawal,2011-09-14,225000
Harrison,2011-09-14,567000
Curtin,2011-09-14,780000
Forde,2011-09-14,120000
Harrison,2011-09-14,625000
Stirling,2011-09-14,545000
Crace,2011-09-14,256000
Crace,2011-09-14,256000
Gungahlin,2011-09-14,512000
Forde,2011-09-14,493000
Richardson,2011-09-14,415000
Holder,2011-09-14,689000
Monash,2011-09-14,500000
Ngunnawal,2011-09-14,359900
Red Hill,2011-09-15,1200000
Harrison,2011-09-15,575000
Pearce,2011-09-15,839000
Bonner,2011-09-15,485000
Curtin,2011-09-15,595000
Casey,2011-09-15,285000
Hackett,2011-09-15,620000
Forde,2011-09-15,250000
Forde,2011-09-15,120000
Fraser,2011-09-15,620000
Crace,2011-09-16,249000
Harrison,2011-09-16,272500
Chapman,2011-09-16,550000
Bonner,2011-09-16,460000
Amaroo,2011-09-16,585000
Forde,2011-09-16,300000
Bonython,2011-09-16,700000
Kambah,2011-09-16,422500
Kambah,2011-09-16,450000
Barton,2011-09-16,1050000
Torrens,2011-09-16,604000
Gordon,2011-09-16,700000
Holt,2011-09-16,425000
Charnwood,2011-09-16,385000
Harrison,2011-09-16,140444
Giralang,2011-09-16,406500
Ngunnawal,2011-09-16,359900
Crace,2011-09-16,141000
Gordon,2011-09-16,505000
Dunlop,2011-09-16,483000
O'Connor,2011-09-17,1030000
Bonner,2011-09-17,470000
Ainslie,2011-09-17,806250
Weetangera,2011-09-17,635000
O'Connor,2011-09-17,800000
Bonner,2011-09-17,214000
Hawker,2011-09-17,860000
Casey,2011-09-19,210000
Gilmore,2011-09-19,513000
Forde,2011-09-19,415000
Franklin,2011-09-19,866000
Kambah,2011-09-19,422000
Forde,2011-09-19,310000
Conder,2011-09-19,449000
Casey,2011-09-19,550000
Fraser,2011-09-19,450000
Chisholm,2011-09-19,580000
Farrer,2011-09-19,400000
Gungahlin,2011-09-19,280000
Palmerston,2011-09-19,610000
Page,2011-09-19,1350000
Bonner,2011-09-19,210000
Kambah,2011-09-20,499000
Macarthur,2011-09-20,410000
Harrison,2011-09-20,488000
Harrison,2011-09-20,666000
Dunlop,2011-09-20,520000
Crace,2011-09-20,317500
Charnwood,2011-09-20,220000
Franklin,2011-09-20,415000
Ngunnawal,2011-09-20,379900
Crace,2011-09-20,291000
Aranda,2011-09-20,731500
Deakin,2011-09-20,799000
Melba,2011-09-21,430000
Kambah,2011-09-21,470000
Florey,2011-09-21,600000
Theodore,2011-09-21,450000
Curtin,2011-09-21,675000
Casey,2011-09-21,535000
Ngunnawal,2011-09-21,250000
Franklin,2011-09-21,415000
Wanniassa,2011-09-21,449000
Macquarie,2011-09-21,502000
Garran,2011-09-21,690000
Harrison,2011-09-21,608000
Bonner,2011-09-21,220000
Wanniassa,2011-09-21,725000
Forde,2011-09-21,120000
Crace,2011-09-21,311500
Calwell,2011-09-21,450000
Theodore,2011-09-21,427000
Dunlop,2011-09-22,605000
Nicholls,2011-09-22,690000
McKellar,2011-09-22,547500
Kambah,2011-09-22,435000
Dunlop,2011-09-22,540000
Page,2011-09-22,435000
Crace,2011-09-22,520000
Gungahlin,2011-09-22,490000
Theodore,2011-09-22,427500
Flynn,2011-09-22,560000
Franklin,2011-09-22,746000
Bonner,2011-09-22,245000
Charnwood,2011-09-23,410000
Nicholls,2011-09-23,700000
Calwell,2011-09-23,490000
Holder,2011-09-23,500000
Waramanga,2011-09-23,525000
Casey,2011-09-23,205000
Forde,2011-09-23,283000
Franklin,2011-09-23,487000
Harrison,2011-09-23,475000
Macarthur,2011-09-23,630000
Nicholls,2011-09-23,745000
Rivett,2011-09-23,477000
Hackett,2011-09-23,650000
Kambah,2011-09-23,550000
Campbell,2011-09-23,830000
Gordon,2011-09-23,390000
Bonner,2011-09-23,268000
Hackett,2011-09-23,620000
Bonython,2011-09-23,645000
Griffith,2011-09-24,1250000
Narrabundah,2011-09-24,742000
Chisholm,2011-09-24,415000
Griffith,2011-09-24,880000
Harrison,2011-09-24,585000
Gowrie,2011-09-24,685000
Kambah,2011-09-24,482000
Mawson,2011-09-24,878000
Kambah,2011-09-24,575000
Garran,2011-09-24,835000
O'Connor,2011-09-24,750000
Aranda,2011-09-24,600500
Hughes,2011-09-24,670000
Giralang,2011-09-24,485000
Watson,2011-09-24,501000
Greenway,2011-09-24,580000
Lyons,2011-09-24,861000
Red Hill,2011-09-24,1135000
Hawker,2011-09-24,715000
Crace,2011-09-25,117000
Ngunnawal,2011-09-26,345500
Ngunnawal,2011-09-26,245000
Bonner,2011-09-26,620000
Hughes,2011-09-26,900000
Crace,2011-09-26,337000
Kambah,2011-09-26,455000
Florey,2011-09-26,525000
Curtin,2011-09-26,631000
Crace,2011-09-26,337000
Forrest,2011-09-27,1200000
Casey,2011-09-27,287000
Harrison,2011-09-27,485000
Conder,2011-09-27,753000
Casey,2011-09-27,552000
Forde,2011-09-27,490000
Mawson,2011-09-27,735000
Bonner,2011-09-27,460000
Dickson,2011-09-27,680000
Ngunnawal,2011-09-27,225000
Dunlop,2011-09-27,492000
Nicholls,2011-09-27,580000
Kaleen,2011-09-28,517500
Hughes,2011-09-28,750000
Crace,2011-09-28,275500
O'Connor,2011-09-28,695000
Forde,2011-09-28,290000
Oxley,2011-09-28,442000
Bonner,2011-09-28,265000
Forde,2011-09-28,120000
Crace,2011-09-28,311500
Ngunnawal,2011-09-28,336900
Hackett,2011-09-28,993000
Crace,2011-09-28,229000
Monash,2011-09-28,700000
Crace,2011-09-28,250000
Ngunnawal,2011-09-28,482000
Lyons,2011-09-28,515000
Harrison,2011-09-28,435000
Fadden,2011-09-28,635000
Amaroo,2011-09-28,495000
Bonner,2011-09-28,785000
Gilmore,2011-09-29,469950
Casey,2011-09-29,520500
Fadden,2011-09-29,612500
Nicholls,2011-09-29,760000
Curtin,2011-09-29,680000
Crace,2011-09-29,530000
Forde,2011-09-29,520500
Lyneham,2011-09-29,450000
Torrens,2011-09-29,650000
Kaleen,2011-09-29,566666
Casey,2011-09-29,551000
Bonner,2011-09-29,205000
Stirling,2011-09-29,490000
Harrison,2011-09-29,484000
Casey,2011-09-29,620000
Griffith,2011-09-29,830000
Fisher,2011-09-29,437500
Hackett,2011-09-29,675000
Flynn,2011-09-30,440000
Downer,2011-09-30,525000
Fisher,2011-09-30,470000
Duffy,2011-09-30,485000
Hughes,2011-09-30,950000
Casey,2011-09-30,305000
Charnwood,2011-09-30,500000
Forde,2011-09-30,120000
Harrison,2011-09-30,130983
Fisher,2011-09-30,470000
Forde,2011-09-30,265000
Nicholls,2011-09-30,675000
Latham,2011-09-30,400000
Palmerston,2011-09-30,507500
Bonython,2011-09-30,538000
Bonner,2011-09-30,399000
Casey,2011-09-30,510000
Ngunnawal,2011-09-30,440000
Chisholm,2011-10-01,610000
Gilmore,2011-10-01,476000
Red Hill,2011-10-01,1100000
Red Hill,2011-10-01,695000
Isaacs,2011-10-01,777000
Hawker,2011-10-01,875000
Palmerston,2011-10-01,560000
Florey,2011-10-01,610000
Harrison,2011-10-03,615000
Fadden,2011-10-04,6550
Casey,2011-10-04,535000
Crace,2011-10-04,517500
Conder,2011-10-04,470000
Nicholls,2011-10-04,1155000
Dickson,2011-10-04,575000
Amaroo,2011-10-04,515000
Lyons,2011-10-04,665000
Evatt,2011-10-04,580000
Pearce,2011-10-04,585000
Crace,2011-10-04,525000
Casey,2011-10-04,287000
Wanniassa,2011-10-04,489950
Bonner,2011-10-05,517500
Dunlop,2011-10-05,520000
Kaleen,2011-10-05,732500
Gordon,2011-10-05,630000
Crace,2011-10-05,365000
Dunlop,2011-10-05,505000
Wanniassa,2011-10-05,598000
Spence,2011-10-05,422500
Ngunnawal,2011-10-05,455000
O'Malley,2011-10-05,2200000
Waramanga,2011-10-05,617500
Ngunnawal,2011-10-05,225000
Casey,2011-10-06,475000
Forde,2011-10-06,251000
Wanniassa,2011-10-06,660000
Forde,2011-10-06,120000
Forde,2011-10-06,670000
Gordon,2011-10-06,400000
Farrer,2011-10-06,640000
Calwell,2011-10-06,625000
Dickson,2011-10-06,417500
Latham,2011-10-06,443000
Ngunnawal,2011-10-06,359900
Kaleen,2011-10-06,605000
Latham,2011-10-06,426000
Dunlop,2011-10-06,426500
Forde,2011-10-06,120000
Farrer,2011-10-06,550000
Holt,2011-10-06,439950
Hackett,2011-10-06,922500
Rivett,2011-10-06,500000
Crace,2011-10-06,325500
Forde,2011-10-07,655000
Calwell,2011-10-07,622500
Scullin,2011-10-07,535000
Scullin,2011-10-07,535000
Giralang,2011-10-07,530000
Gowrie,2011-10-07,540000
Gowrie,2011-10-07,700000
Franklin,2011-10-07,555000
Casey,2011-10-07,530000
Narrabundah,2011-10-07,1250000
Palmerston,2011-10-07,490000
Forde,2011-10-07,710000
Conder,2011-10-07,1100000
Griffith,2011-10-07,1230000
Dunlop,2011-10-07,570000
Calwell,2011-10-07,525000
Bonner,2011-10-07,200000
Isabella Plains,2011-10-07,423000
Campbell,2011-10-08,960000
Chisholm,2011-10-08,384000
O'Connor,2011-10-08,665000
Higgins,2011-10-08,425000
Chisholm,2011-10-09,404500
Deakin,2011-10-11,1875000
Watson,2011-10-11,577000
Campbell,2011-10-11,1201000
Crace,2011-10-11,249000
Amaroo,2011-10-11,525000
Theodore,2011-10-11,430000
Richardson,2011-10-11,400000
Amaroo,2011-10-11,480000
Harrison,2011-10-11,140444
Yarralumla,2011-10-11,1100000
Palmerston,2011-10-11,662500
Kambah,2011-10-12,400000
Ngunnawal,2011-10-12,710000
Gungahlin,2011-10-12,465000
Bonner,2011-10-12,483000
Theodore,2011-10-12,443000
Evatt,2011-10-12,385000
Kaleen,2011-10-12,570000
Crace,2011-10-12,304500
Crace,2011-10-12,91000
Dunlop,2011-10-12,493000
Rivett,2011-10-12,506050
Forde,2011-10-12,251000
Spence,2011-10-12,420000
Narrabundah,2011-10-12,785000
Bonner,2011-10-13,630000
Hackett,2011-10-13,700000
Casey,2011-10-13,485000
Weetangera,2011-10-13,790000
Harrison,2011-10-13,130983
Bonython,2011-10-13,545000
Kambah,2011-10-13,440000
Garran,2011-10-13,1100000
Gilmore,2011-10-13,437000
Forde,2011-10-13,146000
Fadden,2011-10-13,530000
McKellar,2011-10-13,610000
Farrer,2011-10-13,1080000
Palmerston,2011-10-13,470000
Braddon,2011-10-14,720000
Ngunnawal,2011-10-14,359900
Bonner,2011-10-14,235000
Deakin,2011-10-14,1450000
Crace,2011-10-14,414000
Chifley,2011-10-14,785000
Fraser,2011-10-14,530000
Dunlop,2011-10-14,452000
Bonner,2011-10-14,283000
Wanniassa,2011-10-14,440000
Harrison,2011-10-14,130983
Crace,2011-10-14,281500
Dunlop,2011-10-14,733000
Farrer,2011-10-14,760000
Chapman,2011-10-14,651000
Crace,2011-10-14,275500
Chifley,2011-10-14,665000
Gowrie,2011-10-14,510000
O'Connor,2011-10-15,720000
Curtin,2011-10-15,795000
Bonython,2011-10-15,578000
Fadden,2011-10-15,850000
Nicholls,2011-10-15,806000
Hawker,2011-10-15,795000
Melba,2011-10-17,515000
Forde,2011-10-17,368000
Hughes,2011-10-17,575000
Harrison,2011-10-17,140360
Crace,2011-10-17,580000
Lyneham,2011-10-17,630000
Crace,2011-10-17,580000
Lyneham,2011-10-17,645000
Latham,2011-10-17,397000
Forde,2011-10-17,146000
Gordon,2011-10-17,460000
Franklin,2011-10-18,645000
Holder,2011-10-18,495000
Duffy,2011-10-18,940000
Crace,2011-10-18,108000
O'Connor,2011-10-18,750000
Flynn,2011-10-18,530000
Dunlop,2011-10-18,295000
Ngunnawal,2011-10-18,359900
Harrison,2011-10-18,147000
Ngunnawal,2011-10-18,770000
Narrabundah,2011-10-18,600000
Casey,2011-10-18,260000
Banks,2011-10-19,597500
Crace,2011-10-19,580000
Crace,2011-10-19,289000
Conder,2011-10-19,415000
Gungahlin,2011-10-19,427000
Gilmore,2011-10-19,389000
Crace,2011-10-19,305000
Charnwood,2011-10-19,408750
Crace,2011-10-19,253500
Torrens,2011-10-19,528000
Stirling,2011-10-19,465000
Flynn,2011-10-19,460000
Forde,2011-10-19,703500
Theodore,2011-10-19,435000
Kambah,2011-10-19,640000
Bonner,2011-10-19,398020
Charnwood,2011-10-20,465000
Palmerston,2011-10-20,396000
Crace,2011-10-20,520000
Gungahlin,2011-10-20,503500
Gungahlin,2011-10-20,525000
Giralang,2011-10-20,540000
Palmerston,2011-10-20,555000
Bonner,2011-10-20,183000
Crace,2011-10-20,305500
Higgins,2011-10-20,407000
Fadden,2011-10-20,606000
Fraser,2011-10-20,480000
Kambah,2011-10-20,500000
Duffy,2011-10-20,690000
Harrison,2011-10-20,529950
Monash,2011-10-20,535000
Higgins,2011-10-20,402000
Amaroo,2011-10-20,470000
Kambah,2011-10-20,545000
Forde,2011-10-20,146000
Forrest,2011-10-21,1620000
Ngunnawal,2011-10-21,472500
Holt,2011-10-21,435000
Harrison,2011-10-21,140360
Harrison,2011-10-21,140360
Banks,2011-10-21,895000
Crace,2011-10-21,475000
Theodore,2011-10-21,450000
Melba,2011-10-21,447500
Crace,2011-10-21,122000
Lyons,2011-10-21,678000
Crace,2011-10-21,303500
Hughes,2011-10-21,770000
Kambah,2011-10-21,570000
Dunlop,2011-10-21,485000
Chifley,2011-10-21,415000
Ngunnawal,2011-10-21,336900
Crace,2011-10-21,294500
Gordon,2011-10-21,475000
Ngunnawal,2011-10-21,336900
Gungahlin,2011-10-21,500000
Watson,2011-10-21,591500
Chapman,2011-10-21,860000
Gowrie,2011-10-21,442000
Stirling,2011-10-21,400000
Harrison,2011-10-21,130983
Macquarie,2011-10-22,601000
O'Connor,2011-10-22,712000
Hughes,2011-10-22,691000
Fisher,2011-10-22,470000
Hackett,2011-10-22,905000
Aranda,2011-10-22,625000
Banks,2011-10-24,485000
Campbell,2011-10-24,750000
O'Connor,2011-10-24,690000
Amaroo,2011-10-24,445000
Amaroo,2011-10-24,460000
Bonner,2011-10-24,239000
Gungahlin,2011-10-24,553000
Bonner,2011-10-24,545000
Holt,2011-10-24,405000
Turner,2011-10-24,850000
Banks,2011-10-24,658000
Kambah,2011-10-24,432000
Harrison,2011-10-24,147000
Nicholls,2011-10-24,1100000
Harrison,2011-10-24,585000
Harrison,2011-10-24,557000
Holt,2011-10-24,411000
Kambah,2011-10-24,485000
Spence,2011-10-24,584000
Crace,2011-10-25,358500
Crace,2011-10-25,305000
Narrabundah,2011-10-25,660000
Nicholls,2011-10-25,830000
Forde,2011-10-25,495000
Richardson,2011-10-25,435000
Gordon,2011-10-25,602500
Harrison,2011-10-25,527500
Harrison,2011-10-25,502000
Gungahlin,2011-10-26,460000
Ngunnawal,2011-10-26,416000
Kambah,2011-10-26,45000
Wanniassa,2011-10-26,347000
Harrison,2011-10-26,175000
Melba,2011-10-26,575000
Gordon,2011-10-26,466000
Rivett,2011-10-26,470000
Gungahlin,2011-10-26,480000
Braddon,2011-10-26,545000
Downer,2011-10-26,548009
Fraser,2011-10-26,580000
Dunlop,2011-10-26,520000
Higgins,2011-10-27,470000
McKellar,2011-10-27,597500
Wanniassa,2011-10-27,470000
Crace,2011-10-27,276500
Ngunnawal,2011-10-27,687500
Crace,2011-10-27,255000
Forde,2011-10-27,327000
Duffy,2011-10-27,449000
Yarralumla,2011-10-27,1270000
Deakin,2011-10-27,975000
Calwell,2011-10-27,475500
Aranda,2011-10-27,783000
Kaleen,2011-10-27,785000
Crace,2011-10-27,250500
Ngunnawal,2011-10-27,438000
Ngunnawal,2011-10-28,410000
Duffy,2011-10-28,548000
Kambah,2011-10-28,515000
Isabella Plains,2011-10-28,505500
Monash,2011-10-28,525000
Rivett,2011-10-28,452500
Crace,2011-10-28,494000
Harrison,2011-10-28,130983
Holt,2011-10-28,297000
Hawker,2011-10-28,820000
Franklin,2011-10-28,450000
Fadden,2011-10-28,540000
Crace,2011-10-28,280500
Crace,2011-10-28,290500
Dickson,2011-10-28,580000
Crace,2011-10-28,300500
Bruce,2011-10-28,599500
Theodore,2011-10-28,405000
Casey,2011-10-28,528000
Watson,2011-10-28,590000
Forde,2011-10-28,295000
Ngunnawal,2011-10-28,425000
Gordon,2011-10-28,640000
Amaroo,2011-10-28,465000
Harrison,2011-10-28,523000
Ainslie,2011-10-29,735000
Curtin,2011-10-29,550000
Hawker,2011-10-29,770000
Dickson,2011-10-29,641000
Hughes,2011-10-29,990000
Gordon,2011-10-29,471000
Mawson,2011-10-29,500000
Amaroo,2011-10-29,480000
Ainslie,2011-10-29,590000
Chifley,2011-10-29,791000
Palmerston,2011-10-29,825000
O'Connor,2011-10-29,1005000
McKellar,2011-10-30,275000
Crace,2011-10-31,695000
Forde,2011-10-31,230000
Forde,2011-10-31,430000
Harrison,2011-10-31,175000
O'Connor,2011-10-31,801000
Casey,2011-10-31,579000
Crace,2011-10-31,326500
Ainslie,2011-10-31,980000
Holt,2011-10-31,405000
Charnwood,2011-10-31,361000
Gordon,2011-10-31,525000
Scullin,2011-10-31,445000
Ngunnawal,2011-10-31,260000
Casey,2011-11-01,610000
Kambah,2011-11-01,580000
Chifley,2011-11-01,465000
Monash,2011-11-01,215000
Kambah,2011-11-01,431000
Wanniassa,2011-11-01,217500
Forde,2011-11-01,582000
Crace,2011-11-01,249000
Crace,2011-11-01,500000
Casey,2011-11-01,501000
Casey,2011-11-01,546000
Forde,2011-11-01,254000
Harrison,2011-11-01,140444
Wanniassa,2011-11-01,595000
Lyneham,2011-11-02,740000
Conder,2011-11-02,410000
Campbell,2011-11-02,720000
Hughes,2011-11-02,550000
Ngunnawal,2011-11-02,520000
Casey,2011-11-02,463401
Oxley,2011-11-02,585000
Bonner,2011-11-02,520000
Red Hill,2011-11-02,1180000
Macquarie,2011-11-02,520000
Harrison,2011-11-02,515000
Scullin,2011-11-02,485000
Weetangera,2011-11-02,637000
Casey,2011-11-02,382000
O'Connor,2011-11-03,872000
Kambah,2011-11-03,715000
Palmerston,2011-11-03,520000
Watson,2011-11-03,525000
Conder,2011-11-03,405000
Ngunnawal,2011-11-03,359900
Ngunnawal,2011-11-03,359900
Kambah,2011-11-04,580000
Kambah,2011-11-04,512000
Macquarie,2011-11-04,485000
Melba,2011-11-04,482000
Kambah,2011-11-04,488000
Ainslie,2011-11-04,1100000
O'Connor,2011-11-04,425000
Higgins,2011-11-04,452500
Yarralumla,2011-11-04,900000
Palmerston,2011-11-04,545000
Conder,2011-11-04,505000
Calwell,2011-11-04,470000
Forde,2011-11-04,281000
Conder,2011-11-04,413000
Crace,2011-11-04,400250
Dunlop,2011-11-04,428000
Spence,2011-11-04,550000
Conder,2011-11-04,555000
Forde,2011-11-04,281000
Fisher,2011-11-04,464000
Downer,2011-11-04,740000
Duffy,2011-11-04,575000
Harrison,2011-11-04,295000
Crace,2011-11-04,245000
Forde,2011-11-04,298000
Dickson,2011-11-04,580000
Forde,2011-11-04,605000
Palmerston,2011-11-05,665000
O'Connor,2011-11-05,780000
Pearce,2011-11-05,680000
Bonython,2011-11-05,560000
Flynn,2011-11-05,565000
Flynn,2011-11-05,700000
Griffith,2011-11-05,1500000
Chapman,2011-11-05,653000
Kambah,2011-11-05,650000
Garran,2011-11-05,890000
Holder,2011-11-05,542000
Lyons,2011-11-06,525000
Bruce,2011-11-07,915000
Dunlop,2011-11-07,515000
Crace,2011-11-07,220000
Crace,2011-11-07,361000
Franklin,2011-11-07,475000
Isabella Plains,2011-11-07,4700
Curtin,2011-11-07,595000
Higgins,2011-11-07,462000
Calwell,2011-11-07,665000
Harrison,2011-11-07,140444
Gordon,2011-11-07,375000
Macarthur,2011-11-08,622500
Conder,2011-11-08,517500
Casey,2011-11-08,200000
Harrison,2011-11-08,200000
Calwell,2011-11-08,520000
Gordon,2011-11-08,520000
Forde,2011-11-08,220000
Dunlop,2011-11-08,605000
Campbell,2011-11-08,1000000
Chisholm,2011-11-08,250000
Rivett,2011-11-08,475000
Chisholm,2011-11-08,457000
Farrer,2011-11-09,990000
Chisholm,2011-11-09,508000
Lyneham,2011-11-09,665000
Crace,2011-11-09,272000
Fadden,2011-11-09,690000
Casey,2011-11-09,110000
Casey,2011-11-09,110000
Holt,2011-11-09,395000
McKellar,2011-11-09,908000
Casey,2011-11-09,110000
Kambah,2011-11-09,385000
Kaleen,2011-11-09,400000
Casey,2011-11-09,515000
Griffith,2011-11-09,830000
Kambah,2011-11-09,445000
Casey,2011-11-09,110000
Casey,2011-11-09,110000
Kaleen,2011-11-10,645000
Dickson,2011-11-10,1019000
Chisholm,2011-11-10,500000
Forde,2011-11-10,280000
Page,2011-11-10,501000
Amaroo,2011-11-10,565000
Gordon,2011-11-10,443000
Isabella Plains,2011-11-10,435000
Isaacs,2011-11-10,781000
Dunlop,2011-11-10,372000
Narrabundah,2011-11-10,648000
Narrabundah,2011-11-10,615000
Bonner,2011-11-10,215000
Monash,2011-11-10,469000
Bonner,2011-11-10,220000
Pearce,2011-11-10,530000
Gowrie,2011-11-10,467000
Holder,2011-11-10,505000
Kambah,2011-11-10,470000
Flynn,2011-11-10,580000
Duffy,2011-11-10,690000
Red Hill,2011-11-11,1390000
Narrabundah,2011-11-11,590000
Chapman,2011-11-11,635000
Crace,2011-11-11,275500
Harrison,2011-11-11,140444
Watson,2011-11-11,500000
Watson,2011-11-11,512000
Flynn,2011-11-11,570000
Deakin,2011-11-11,1950000
Wanniassa,2011-11-11,430000
Kaleen,2011-11-11,585000
O'Connor,2011-11-11,760000
Harrison,2011-11-11,490000
Harrison,2011-11-11,625000
Duffy,2011-11-11,622500
Latham,2011-11-11,470000
Ngunnawal,2011-11-11,210000
Bonner,2011-11-11,570000
Bonner,2011-11-11,459000
Monash,2011-11-11,496000
Kambah,2011-11-11,555000
Bonner,2011-11-11,200000
Hughes,2011-11-11,580000
Bonner,2011-11-11,60000
Hughes,2011-11-11,785000
Giralang,2011-11-11,527500
Macquarie,2011-11-11,300000
Evatt,2011-11-11,450000
Gungahlin,2011-11-12,546000
Cook,2011-11-12,615000
Narrabundah,2011-11-12,975000
Weetangera,2011-11-12,651000
Curtin,2011-11-12,670000
Fadden,2011-11-12,510000
Crace,2011-11-12,335000
Deakin,2011-11-12,881000
Gungahlin,2011-11-14,510000
Isaacs,2011-11-14,675000
Gilmore,2011-11-14,483000
Isabella Plains,2011-11-14,452500
McKellar,2011-11-14,560000
Dickson,2011-11-14,690000
Curtin,2011-11-14,690000
Crace,2011-11-14,268500
Watson,2011-11-14,550000
Fisher,2011-11-14,570000
Conder,2011-11-14,635000
Casey,2011-11-14,507500
Torrens,2011-11-14,525000
Forde,2011-11-14,281000
Latham,2011-11-14,415000
Ngunnawal,2011-11-14,443000
Gowrie,2011-11-14,495000
Latham,2011-11-14,451500
Harrison,2011-11-14,175000
Casey,2011-11-15,421000
Forde,2011-11-15,276000
Wanniassa,2011-11-15,433000
Palmerston,2011-11-15,654000
Kambah,2011-11-15,424600
Deakin,2011-11-15,905000
Rivett,2011-11-15,555000
Rivett,2011-11-15,505000
Holt,2011-11-15,415000
Rivett,2011-11-15,430000
Giralang,2011-11-15,485555
Casey,2011-11-15,635000
Lyons,2011-11-15,221666
Latham,2011-11-15,420000
Franklin,2011-11-16,414000
Narrabundah,2011-11-16,510000
Casey,2011-11-16,276000
Pearce,2011-11-16,1080000
