suburb,date,price
Macquarie,2019-12-20,940000
Kaleen,2019-12-20,730000
Forde,2019-12-20,755000
Curtin,2019-12-20,1070000
Hackett,2019-12-20,990000
Wanniassa,2019-12-20,720000
Farrer,2019-12-20,1390000
Forde,2019-12-20,1445000
Ngunnawal,2019-12-20,435000
Gordon,2019-12-20,780000
Harrison,2019-12-20,775000
Denman Prospect,2019-12-20,445000
Throsby,2019-12-20,765000
Farrer,2019-12-20,600000
Kambah,2019-12-20,555000
Casey,2019-12-20,880000
Casey,2019-12-20,778000
Denman Prospect,2019-12-20,520000
Kambah,2019-12-21,566000
Ngunnawal,2019-12-21,505000
Wanniassa,2019-12-21,882000
Forde,2019-12-21,537500
McKellar,2019-12-21,720000
Evatt,2019-12-21,610000
Rivett,2019-12-22,342500
Kambah,2019-12-22,600000
Amaroo,2019-12-23,670000
Kambah,2019-12-23,602000
Holt,2019-12-23,575000
Chisholm,2019-12-23,695000
Gilmore,2019-12-23,600000
Kambah,2019-12-23,551000
Griffith,2019-12-23,1495000
Curtin,2019-12-23,841000
Isabella Plains,2019-12-23,655000
Fadden,2019-12-23,1220000
Harrison,2019-12-23,760000
Campbell,2019-12-23,1922000
Page,2019-12-23,670000
Casey,2019-12-23,1200000
Crace,2019-12-23,900000
Kambah,2019-12-23,580000
Banks,2019-12-23,565000
Bonner,2019-12-24,475000
Chapman,2019-12-24,900000
Calwell,2019-12-24,566000
Bonner,2019-12-24,805000
Curtin,2019-12-27,900000
Bonython,2019-12-30,640000
Denman Prospect,2020-01-03,655000
Lawson,2020-01-06,741555
Denman Prospect,2020-01-06,562500
Waramanga,2020-01-06,681000
Dunlop,2020-01-07,610000
Banks,2020-01-07,595000
Isabella Plains,2020-01-07,677580
Conder,2020-01-07,510000
Turner,2020-01-07,1230000
Chapman,2020-01-07,1200000
Dunlop,2020-01-08,585000
Calwell,2020-01-08,720000
Banks,2020-01-08,630000
Oxley,2020-01-08,550000
Holt,2020-01-08,83450
Wanniassa,2020-01-09,56500
Monash,2020-01-09,638000
Chisholm,2020-01-09,585000
Forrest,2020-01-09,3450000
Wright,2020-01-09,332000
Calwell,2020-01-09,610000
Harrison,2020-01-10,820000
Chisholm,2020-01-10,493000
Campbell,2020-01-10,885000
Griffith,2020-01-10,1510000
Nicholls,2020-01-10,763666
Gowrie,2020-01-10,558000
Ngunnawal,2020-01-13,530000
Stirling,2020-01-13,743000
Conder,2020-01-13,630000
Franklin,2020-01-13,773000
Duffy,2020-01-14,825000
Holt,2020-01-14,271000
Wanniassa,2020-01-14,590000
Richardson,2020-01-14,692000
Theodore,2020-01-14,700000
Crace,2020-01-14,645000
Dunlop,2020-01-14,588800
Conder,2020-01-14,455000
Griffith,2020-01-14,687500
Scullin,2020-01-15,890000
Harrison,2020-01-15,792000
Lyons,2020-01-15,1200000
Scullin,2020-01-15,580000
Crace,2020-01-15,1355000
Wright,2020-01-15,940000
Throsby,2020-01-15,555000
Denman Prospect,2020-01-15,825000
Kambah,2020-01-15,100000
Throsby,2020-01-16,1100000
Casey,2020-01-16,570000
Campbell,2020-01-16,1475000
Narrabundah,2020-01-16,1025000
Curtin,2020-01-16,860000
Bonner,2020-01-16,692000
Gowrie,2020-01-16,640000
Charnwood,2020-01-16,470000
Bonner,2020-01-17,525000
Fisher,2020-01-17,745000
Giralang,2020-01-17,815000
Chisholm,2020-01-17,610000
Kambah,2020-01-17,585000
Kambah,2020-01-17,580000
Fraser,2020-01-17,535000
Gilmore,2020-01-17,721000
Dunlop,2020-01-17,675000
Wright,2020-01-18,980000
Dunlop,2020-01-18,640000
Denman Prospect,2020-01-20,450000
Charnwood,2020-01-20,550000
Charnwood,2020-01-20,512000
Gilmore,2020-01-20,695000
Kambah,2020-01-20,650000
Duffy,2020-01-20,1200000
Macarthur,2020-01-20,670000
Denman Prospect,2020-01-20,945000
Rivett,2020-01-20,600000
Melba,2020-01-20,700000
Bonython,2020-01-20,630000
Casey,2020-01-20,815000
Charnwood,2020-01-20,560000
Casey,2020-01-20,546000
Forde,2020-01-20,721000
Torrens,2020-01-20,720000
Dunlop,2020-01-20,680000
Ngunnawal,2020-01-21,530000
Kambah,2020-01-21,631000
Ngunnawal,2020-01-21,720000
Gungahlin,2020-01-21,800000
Page,2020-01-21,760000
Evatt,2020-01-21,530000
Gordon,2020-01-21,629500
Forde,2020-01-21,890000
Chifley,2020-01-21,775000
Watson,2020-01-21,410000
Ngunnawal,2020-01-21,631000
Fadden,2020-01-21,785000
Aranda,2020-01-22,850000
Spence,2020-01-22,785000
Curtin,2020-01-22,1250000
Forde,2020-01-22,1150000
Downer,2020-01-22,850000
Throsby,2020-01-22,675000
Throsby,2020-01-22,435000
Denman Prospect,2020-01-23,530000
Monash,2020-01-23,564000
Deakin,2020-01-23,1212500
Evatt,2020-01-23,530000
Calwell,2020-01-23,635000
Wanniassa,2020-01-23,510000
Chisholm,2020-01-23,615000
Macarthur,2020-01-23,667500
Fadden,2020-01-23,871000
Kambah,2020-01-23,720000
Macarthur,2020-01-23,821000
Conder,2020-01-23,625000
Amaroo,2020-01-23,700000
Kaleen,2020-01-24,859000
Forde,2020-01-24,765000
Forde,2020-01-24,745000
Denman Prospect,2020-01-24,800000
Denman Prospect,2020-01-24,360000
Kambah,2020-01-24,635000
Lyons,2020-01-24,922000
Melba,2020-01-24,636500
Dickson,2020-01-24,1060000
Gungahlin,2020-01-24,670000
Calwell,2020-01-24,719000
Fadden,2020-01-24,890000
Franklin,2020-01-24,520500
Bonner,2020-01-27,660000
Ngunnawal,2020-01-28,440646
Kambah,2020-01-28,565000
Gowrie,2020-01-28,750000
Yarralumla,2020-01-28,950000
Throsby,2020-01-28,740000
Garran,2020-01-28,1210000
Forde,2020-01-28,830000
Moncrieff,2020-01-28,741000
Theodore,2020-01-29,300000
Holt,2020-01-29,477000
Throsby,2020-01-29,1045000
Torrens,2020-01-29,1049000
Conder,2020-01-29,700000
Theodore,2020-01-29,614000
Charnwood,2020-01-29,630000
Fisher,2020-01-29,690000
Bonner,2020-01-29,445000
Gilmore,2020-01-29,580000
Charnwood,2020-01-29,525000
Latham,2020-01-29,630500
Downer,2020-01-30,815000
Dunlop,2020-01-30,595000
Charnwood,2020-01-30,655000
Kambah,2020-01-30,553000
Denman Prospect,2020-01-30,450000
Casey,2020-01-30,760000
Aranda,2020-01-30,855000
Amaroo,2020-01-30,529522
Hawker,2020-01-30,792000
Nicholls,2020-01-30,765000
Florey,2020-01-30,590000
Crace,2020-01-30,733000
Kambah,2020-01-30,700000
Gordon,2020-01-30,370000
Franklin,2020-01-30,977000
Ainslie,2020-01-30,972500
Richardson,2020-01-31,545000
Hackett,2020-01-31,760000
Downer,2020-01-31,770000
Lawson,2020-01-31,850000
Bonner,2020-01-31,815000
Conder,2020-01-31,675000
Ngunnawal,2020-01-31,950000
Harrison,2020-01-31,615000
Watson,2020-01-31,867500
O'Connor,2020-01-31,1150000
Denman Prospect,2020-01-31,1070000
Giralang,2020-01-31,610000
Downer,2020-01-31,782639
Crace,2020-01-31,960000
Cook,2020-01-31,781000
Chisholm,2020-02-01,615000
Kaleen,2020-02-01,738000
Monash,2020-02-01,885000
Higgins,2020-02-01,605000
Theodore,2020-02-01,625000
Bonner,2020-02-01,640000
Macquarie,2020-02-01,663000
Torrens,2020-02-01,950000
Ngunnawal,2020-02-01,450000
Crace,2020-02-01,1630000
Dunlop,2020-02-01,532500
Watson,2020-02-01,935000
Hackett,2020-02-01,925000
Bonner,2020-02-01,780000
Dickson,2020-02-01,940000
Casey,2020-02-01,580000
Fisher,2020-02-03,614000
Bonner,2020-02-03,800000
Lyons,2020-02-03,780000
Campbell,2020-02-03,920000
Franklin,2020-02-03,840000
Bonython,2020-02-03,635000
Conder,2020-02-03,570000
Forde,2020-02-03,700000
Gordon,2020-02-03,485000
Griffith,2020-02-03,1310000
Richardson,2020-02-03,600000
Fisher,2020-02-03,747000
Isabella Plains,2020-02-04,565000
Chapman,2020-02-04,515000
Holt,2020-02-04,652000
Casey,2020-02-04,515000
Wanniassa,2020-02-04,560000
Forde,2020-02-04,915000
Calwell,2020-02-04,482000
Isabella Plains,2020-02-04,507000
Kaleen,2020-02-04,750000
Page,2020-02-05,600000
Evatt,2020-02-05,940000
Forde,2020-02-05,910000
Gilmore,2020-02-05,560000
Stirling,2020-02-05,655000
Casey,2020-02-05,735000
Dunlop,2020-02-05,670000
Latham,2020-02-05,650000
Gowrie,2020-02-05,760000
Jacka,2020-02-05,274000
Kaleen,2020-02-05,921000
Kaleen,2020-02-05,760000
Casey,2020-02-05,491000
Higgins,2020-02-05,569000
Ngunnawal,2020-02-05,500000
Theodore,2020-02-05,621550
McKellar,2020-02-05,745000
Page,2020-02-06,645000
Nicholls,2020-02-06,867500
Forde,2020-02-06,870000
Casey,2020-02-06,748000
Casey,2020-02-06,533000
Torrens,2020-02-06,685000
Higgins,2020-02-06,780000
Macarthur,2020-02-06,610000
Denman Prospect,2020-02-06,500000
Forde,2020-02-06,828000
Throsby,2020-02-06,420000
Isabella Plains,2020-02-06,555000
Chisholm,2020-02-06,650000
Chisholm,2020-02-06,675000
Gordon,2020-02-06,650000
Oxley,2020-02-06,715000
Watson,2020-02-06,537000
Bonner,2020-02-06,871000
Banks,2020-02-07,610000
Casey,2020-02-07,690000
Farrer,2020-02-07,1018000
Richardson,2020-02-07,615000
Watson,2020-02-07,845000
Evatt,2020-02-07,635000
Dickson,2020-02-07,780000
Holt,2020-02-07,575000
Isabella Plains,2020-02-07,535000
Casey,2020-02-07,820000
Wanniassa,2020-02-07,640000
Wanniassa,2020-02-07,565000
Watson,2020-02-07,450000
Higgins,2020-02-07,598000
Theodore,2020-02-07,540000
Garran,2020-02-07,993000
Rivett,2020-02-07,614000
Curtin,2020-02-08,1485000
Farrer,2020-02-08,808500
Downer,2020-02-08,780000
Franklin,2020-02-08,820000
Gungahlin,2020-02-08,920000
Curtin,2020-02-08,970000
McKellar,2020-02-08,775000
Ngunnawal,2020-02-08,862000
Kambah,2020-02-08,660000
Wanniassa,2020-02-08,745000
Wanniassa,2020-02-08,950000
Isabella Plains,2020-02-08,550000
Holt,2020-02-08,595000
Latham,2020-02-08,690000
Weetangera,2020-02-08,1295000
Gordon,2020-02-08,650000
Chisholm,2020-02-08,795000
Hughes,2020-02-08,750000
Macquarie,2020-02-08,935000
Page,2020-02-08,475000
Duffy,2020-02-08,660000
Hackett,2020-02-10,900000
Page,2020-02-10,635000
Melba,2020-02-10,544000
Banks,2020-02-10,700000
Calwell,2020-02-10,710000
Chifley,2020-02-10,505000
Theodore,2020-02-10,600000
Bonner,2020-02-10,920000
Calwell,2020-02-10,592000
Watson,2020-02-10,450000
Narrabundah,2020-02-10,1240000
Charnwood,2020-02-11,595000
Kaleen,2020-02-11,740000
Amaroo,2020-02-11,650000
Monash,2020-02-11,632000
Denman Prospect,2020-02-11,495000
Forde,2020-02-11,635000
Waramanga,2020-02-11,710000
Casey,2020-02-11,213000
Ngunnawal,2020-02-11,500000
Fisher,2020-02-11,810700
Dunlop,2020-02-11,495000
Gungahlin,2020-02-11,840000
Charnwood,2020-02-11,507500
Moncrieff,2020-02-11,875000
Red Hill,2020-02-11,1600000
Macarthur,2020-02-12,606000
Charnwood,2020-02-12,380000
Gordon,2020-02-12,875000
Gungahlin,2020-02-12,630000
Ngunnawal,2020-02-12,800000
Jacka,2020-02-12,825000
Watson,2020-02-12,760000
Hughes,2020-02-12,970000
Denman Prospect,2020-02-12,400000
Coombs,2020-02-12,695000
Isaacs,2020-02-12,735000
Watson,2020-02-12,735000
O'Connor,2020-02-12,1250000
Isabella Plains,2020-02-12,670000
Nicholls,2020-02-12,828000
Chisholm,2020-02-12,650000
Nicholls,2020-02-12,770000
Stirling,2020-02-12,950000
Higgins,2020-02-12,560000
Amaroo,2020-02-12,802600
Lyons,2020-02-12,890000
Ainslie,2020-02-12,1500000
Chapman,2020-02-12,1000000
Chisholm,2020-02-13,515000
Holt,2020-02-13,512500
Dickson,2020-02-13,985000
Conder,2020-02-13,560000
Denman Prospect,2020-02-13,490000
Stirling,2020-02-13,385000
Griffith,2020-02-13,2405000
Chisholm,2020-02-13,535000
Watson,2020-02-13,339000
Torrens,2020-02-14,992500
Palmerston,2020-02-14,1017500
Moncrieff,2020-02-14,958000
Scullin,2020-02-14,721050
Gowrie,2020-02-14,620000
Monash,2020-02-14,560000
Coombs,2020-02-14,935000
Casey,2020-02-14,595000
Harrison,2020-02-14,600000
Gordon,2020-02-14,805000
Casey,2020-02-14,910000
Harrison,2020-02-14,785000
Bonner,2020-02-15,600000
Palmerston,2020-02-15,787500
Holt,2020-02-15,496000
Kaleen,2020-02-15,770000
Cook,2020-02-15,1300000
Red Hill,2020-02-15,2500000
Gilmore,2020-02-15,570000
Chifley,2020-02-15,1135000
Macquarie,2020-02-15,875000
Macquarie,2020-02-15,815000
Curtin,2020-02-15,1015000
Torrens,2020-02-15,851500
Isaacs,2020-02-15,1040000
Harrison,2020-02-15,750000
Curtin,2020-02-15,859600
Mawson,2020-02-15,720500
Chapman,2020-02-15,1125050
Dickson,2020-02-15,930000
Amaroo,2020-02-15,770000
Chapman,2020-02-15,807000
Bonner,2020-02-16,750000
Harrison,2020-02-16,945000
Ngunnawal,2020-02-17,496600
Moncrieff,2020-02-17,685000
Coombs,2020-02-17,1575000
Hughes,2020-02-17,865000
Kaleen,2020-02-17,550000
Kambah,2020-02-17,595000
Farrer,2020-02-17,700000
Florey,2020-02-17,730000
Casey,2020-02-17,680000
Forde,2020-02-17,870000
Lyneham,2020-02-17,950000
Bonner,2020-02-17,510000
Harrison,2020-02-17,650000
Throsby,2020-02-17,770000
Gungahlin,2020-02-17,605500
Bonner,2020-02-17,411000
Amaroo,2020-02-17,837000
Throsby,2020-02-18,428000
Dunlop,2020-02-18,122000
Dunlop,2020-02-18,725000
Griffith,2020-02-18,1985000
Wanniassa,2020-02-18,450000
Denman Prospect,2020-02-18,460000
Evatt,2020-02-18,750000
Richardson,2020-02-18,601000
Kambah,2020-02-18,675000
Kambah,2020-02-18,665000
Dunlop,2020-02-18,550000
O'Connor,2020-02-18,990000
Yarralumla,2020-02-19,1550000
Casey,2020-02-19,690000
Monash,2020-02-19,865000
Garran,2020-02-19,1065000
Monash,2020-02-19,750000
Banks,2020-02-19,510000
Kambah,2020-02-19,530000
Waramanga,2020-02-19,841000
Fisher,2020-02-19,275000
Wanniassa,2020-02-19,720000
Deakin,2020-02-19,1550000
Moncrieff,2020-02-19,695000
Casey,2020-02-19,790000
Florey,2020-02-19,880500
Crace,2020-02-19,665000
O'Connor,2020-02-19,1065000
Kambah,2020-02-20,190000
Deakin,2020-02-20,1875000
Pearce,2020-02-20,845000
Holt,2020-02-20,610000
Gordon,2020-02-20,745000
Stirling,2020-02-20,855000
Flynn,2020-02-20,575000
Melba,2020-02-20,760000
Palmerston,2020-02-20,805000
Banks,2020-02-20,675000
Fadden,2020-02-20,256310
Conder,2020-02-20,840000
Isabella Plains,2020-02-20,565000
Calwell,2020-02-20,621120
Denman Prospect,2020-02-20,525000
Wanniassa,2020-02-20,525000
Amaroo,2020-02-21,735000
Gowrie,2020-02-21,805000
Gowrie,2020-02-21,593500
Theodore,2020-02-21,580000
Gilmore,2020-02-21,193050
Bonner,2020-02-21,550000
Crace,2020-02-21,565000
Kambah,2020-02-21,761000
Holt,2020-02-21,285000
Curtin,2020-02-21,850000
Bonython,2020-02-21,840000
Ngunnawal,2020-02-21,670000
Wanniassa,2020-02-21,748000
Watson,2020-02-21,715000
Waramanga,2020-02-21,789000
Curtin,2020-02-21,1010000
Isabella Plains,2020-02-21,765000
Wanniassa,2020-02-21,679000
Stirling,2020-02-21,970000
Chifley,2020-02-22,1270000
Bonython,2020-02-22,630000
Bonython,2020-02-22,911000
Chifley,2020-02-22,975000
Dickson,2020-02-22,985000
Ainslie,2020-02-22,1190000
Conder,2020-02-22,1240000
O'Connor,2020-02-22,870000
Holder,2020-02-22,851500
Mawson,2020-02-22,890000
Ngunnawal,2020-02-22,610000
Cook,2020-02-22,1008000
Amaroo,2020-02-22,645000
Dunlop,2020-02-22,723000
Kaleen,2020-02-22,755000
Kambah,2020-02-22,626000
Pearce,2020-02-22,1340000
Griffith,2020-02-22,4050000
Holt,2020-02-22,620000
Ainslie,2020-02-22,1365000
Downer,2020-02-22,915000
Downer,2020-02-22,910000
Kambah,2020-02-22,745000
Narrabundah,2020-02-22,1050000
Curtin,2020-02-22,1160000
Bonner,2020-02-24,480000
Kambah,2020-02-24,630000
Stirling,2020-02-24,749999
Scullin,2020-02-24,610000
Richardson,2020-02-24,685000
Lyons,2020-02-24,690000
Wanniassa,2020-02-24,1020000
Conder,2020-02-24,625000
Red Hill,2020-02-24,1400000
Farrer,2020-02-24,1220000
Florey,2020-02-24,955000
Farrer,2020-02-25,980000
Nicholls,2020-02-25,755000
Bonner,2020-02-25,545000
Ngunnawal,2020-02-25,595000
Pearce,2020-02-25,800000
Curtin,2020-02-25,537500
Flynn,2020-02-25,272500
Kambah,2020-02-25,580000
Downer,2020-02-25,835000
Isaacs,2020-02-25,1478000
Downer,2020-02-25,744000
Hawker,2020-02-25,1140000
Wanniassa,2020-02-25,646000
Holt,2020-02-25,487000
Spence,2020-02-25,515000
Hughes,2020-02-25,750000
Holt,2020-02-25,543000
Lyons,2020-02-25,875000
Kambah,2020-02-25,585000
Dunlop,2020-02-25,595000
Evatt,2020-02-25,590000
Dunlop,2020-02-25,565000
Kaleen,2020-02-25,638000
Higgins,2020-02-25,600000
Kambah,2020-02-26,700000
Kambah,2020-02-26,880000
Monash,2020-02-26,730000
Higgins,2020-02-26,721000
Calwell,2020-02-26,350000
Farrer,2020-02-26,777000
Ngunnawal,2020-02-26,747000
Calwell,2020-02-26,600000
Calwell,2020-02-26,570000
Deakin,2020-02-26,1400000
Ngunnawal,2020-02-26,571300
Evatt,2020-02-26,802000
Spence,2020-02-26,390000
Monash,2020-02-26,500000
Harrison,2020-02-26,525000
Holt,2020-02-27,660000
Gordon,2020-02-27,890000
Calwell,2020-02-27,710000
Ngunnawal,2020-02-27,606000
Franklin,2020-02-27,525000
Page,2020-02-27,590000
Bonner,2020-02-27,671000
Gilmore,2020-02-27,690000
Franklin,2020-02-27,745000
Torrens,2020-02-27,710000
Giralang,2020-02-27,682500
Denman Prospect,2020-02-28,465000
Amaroo,2020-02-28,860000
Wanniassa,2020-02-28,650000
Crace,2020-02-28,530000
Ngunnawal,2020-02-28,550000
Rivett,2020-02-28,625000
Red Hill,2020-02-28,8000000
Bonner,2020-02-28,635000
Red Hill,2020-02-28,1110000
Curtin,2020-02-28,960000
Farrer,2020-02-28,1130000
Coombs,2020-02-28,670000
Casey,2020-02-28,655000
Macarthur,2020-02-28,826000
Lyneham,2020-02-28,695000
Wanniassa,2020-02-28,910000
Bonython,2020-02-28,940000
Palmerston,2020-02-28,800000
Downer,2020-02-29,1310000
Fisher,2020-02-29,627500
Dunlop,2020-02-29,850000
Dunlop,2020-02-29,567500
Scullin,2020-02-29,694000
Downer,2020-02-29,942000
Hughes,2020-02-29,1300000
Crace,2020-02-29,995000
Calwell,2020-02-29,702500
Griffith,2020-02-29,1330000
Deakin,2020-02-29,1165000
Kambah,2020-02-29,590000
Giralang,2020-02-29,675000
Duffy,2020-02-29,660000
Ainslie,2020-02-29,980000
Hawker,2020-02-29,910000
Watson,2020-02-29,1040000
Higgins,2020-02-29,622000
Red Hill,2020-02-29,1115000
Campbell,2020-02-29,1360000
Deakin,2020-02-29,1050000
Narrabundah,2020-02-29,1350000
Gowrie,2020-02-29,610000
Calwell,2020-02-29,715000
Yarralumla,2020-02-29,1450000
Latham,2020-02-29,710000
Torrens,2020-03-01,660000
Torrens,2020-03-02,16600
Yarralumla,2020-03-02,670000
Harrison,2020-03-02,680000
Giralang,2020-03-02,910000
Stirling,2020-03-02,870000
Conder,2020-03-02,700000
Curtin,2020-03-02,1280000
Banks,2020-03-02,558000
Kaleen,2020-03-02,1010000
Kaleen,2020-03-02,665000
Garran,2020-03-02,925000
Fisher,2020-03-02,770000
Latham,2020-03-02,670000
Casey,2020-03-02,680000
Campbell,2020-03-02,1380000
Duffy,2020-03-02,600000
Denman Prospect,2020-03-02,455000
Melba,2020-03-02,600000
Bonner,2020-03-02,418000
Page,2020-03-02,595000
Monash,2020-03-02,760000
Fraser,2020-03-02,687509
Throsby,2020-03-03,785000
Bonython,2020-03-03,670000
Red Hill,2020-03-03,2780000
Calwell,2020-03-03,555000
Theodore,2020-03-03,750000
Gordon,2020-03-03,520000
Bonner,2020-03-03,440000
Giralang,2020-03-03,825000
Torrens,2020-03-03,850000
Theodore,2020-03-03,705000
Farrer,2020-03-03,952000
Farrer,2020-03-03,600000
Curtin,2020-03-03,830000
Forde,2020-03-03,780000
Richardson,2020-03-03,550000
Denman Prospect,2020-03-04,535000
McKellar,2020-03-04,900000
Chisholm,2020-03-04,760000
Melba,2020-03-04,750000
Campbell,2020-03-04,920000
Gungahlin,2020-03-04,865000
Gilmore,2020-03-04,575000
Denman Prospect,2020-03-04,445000
Coombs,2020-03-04,1150000
Narrabundah,2020-03-04,800000
Deakin,2020-03-04,2040000
Ngunnawal,2020-03-04,715000
Franklin,2020-03-04,665000
Higgins,2020-03-04,565000
Evatt,2020-03-04,590000
Kaleen,2020-03-05,785000
Florey,2020-03-05,787000
Fisher,2020-03-05,650000
Calwell,2020-03-05,583000
Page,2020-03-05,637500
Dunlop,2020-03-05,515500
Kambah,2020-03-05,575000
Palmerston,2020-03-05,585000
O'Malley,2020-03-05,1450000
Waramanga,2020-03-05,710000
Ainslie,2020-03-05,890000
Gordon,2020-03-05,770000
Chifley,2020-03-05,1340000
Crace,2020-03-05,680000
Hackett,2020-03-05,861111
Gowrie,2020-03-06,671000
Conder,2020-03-06,745000
Dunlop,2020-03-06,460000
Chisholm,2020-03-06,638000
Conder,2020-03-06,630000
Moncrieff,2020-03-06,365000
Forrest,2020-03-06,2600000
Nicholls,2020-03-06,770000
Kambah,2020-03-06,1050000
Casey,2020-03-06,840000
Florey,2020-03-06,720000
Nicholls,2020-03-06,778000
Forde,2020-03-06,792000
Flynn,2020-03-06,570000
Kambah,2020-03-06,635000
Amaroo,2020-03-07,687000
Forde,2020-03-07,912000
Moncrieff,2020-03-07,593000
Wright,2020-03-07,540000
Reid,2020-03-07,1350000
Pearce,2020-03-07,955000
Mawson,2020-03-07,805000
Lyneham,2020-03-07,1160000
Harrison,2020-03-07,780000
Ainslie,2020-03-07,1083000
Palmerston,2020-03-07,760000
Conder,2020-03-07,880000
Melba,2020-03-09,500000
Spence,2020-03-09,786000
Bonython,2020-03-10,670000
Scullin,2020-03-10,560000
Harrison,2020-03-10,840000
Palmerston,2020-03-10,912500
Kambah,2020-03-10,540000
Throsby,2020-03-10,650000
Flynn,2020-03-10,775000
Deakin,2020-03-10,1350000
Richardson,2020-03-10,641500
Dickson,2020-03-11,714000
Holt,2020-03-11,545000
Monash,2020-03-11,735000
Mawson,2020-03-11,900000
Kambah,2020-03-11,554000
Isabella Plains,2020-03-11,500000
Chapman,2020-03-11,977500
Fraser,2020-03-11,978000
Bonner,2020-03-11,598000
Watson,2020-03-11,728000
Rivett,2020-03-12,780000
Conder,2020-03-12,670000
Ngunnawal,2020-03-12,610000
Reid,2020-03-12,1450000
Higgins,2020-03-12,552000
Waramanga,2020-03-12,630000
Holt,2020-03-12,560000
Conder,2020-03-12,850000
Pearce,2020-03-12,850000
Hughes,2020-03-12,950000
Stirling,2020-03-12,600000
Spence,2020-03-12,720500
Denman Prospect,2020-03-13,1175000
Casey,2020-03-13,540000
Conder,2020-03-13,678000
Gowrie,2020-03-13,750000
Melba,2020-03-13,775000
Hughes,2020-03-13,600000
Dunlop,2020-03-13,761000
Forde,2020-03-13,787500
Amaroo,2020-03-13,691000
Scullin,2020-03-13,660000
Curtin,2020-03-13,810000
Ngunnawal,2020-03-13,800000
Harrison,2020-03-13,935000
Higgins,2020-03-13,490000
Throsby,2020-03-13,624900
Bonython,2020-03-13,615000
Holder,2020-03-13,720000
Bonner,2020-03-13,840000
Denman Prospect,2020-03-13,490000
Ngunnawal,2020-03-14,727000
O'Connor,2020-03-14,1111000
Kambah,2020-03-14,825000
Gowrie,2020-03-14,805000
Gowrie,2020-03-14,830000
Kambah,2020-03-14,650500
Macquarie,2020-03-14,820000
Chifley,2020-03-14,691000
Waramanga,2020-03-14,650000
Campbell,2020-03-14,1517000
Stirling,2020-03-14,642500
Moncrieff,2020-03-14,870000
Flynn,2020-03-14,630000
Curtin,2020-03-14,1117500
Deakin,2020-03-14,905000
Amaroo,2020-03-14,885000
Pearce,2020-03-14,736000
Crace,2020-03-14,900000
Amaroo,2020-03-16,700000
Gilmore,2020-03-16,535000
Coombs,2020-03-16,450000
Kambah,2020-03-16,500000
Ngunnawal,2020-03-16,489000
Bonner,2020-03-16,745000
Fisher,2020-03-16,875000
Calwell,2020-03-16,785000
Ngunnawal,2020-03-16,515000
Moncrieff,2020-03-16,627000
Gungahlin,2020-03-16,640000
Page,2020-03-16,660000
Watson,2020-03-16,759065
Kambah,2020-03-16,526000
Garran,2020-03-16,940000
Holder,2020-03-16,1053500
Kambah,2020-03-17,700000
Stirling,2020-03-17,738000
Giralang,2020-03-17,820500
Casey,2020-03-17,683000
Casey,2020-03-17,770000
Hawker,2020-03-17,820000
Hackett,2020-03-17,900000
Narrabundah,2020-03-17,1030000
Curtin,2020-03-17,1245000
Ngunnawal,2020-03-17,660000
Page,2020-03-17,710000
Kambah,2020-03-17,675000
Moncrieff,2020-03-17,770000
Isabella Plains,2020-03-18,650000
Narrabundah,2020-03-18,940000
Ainslie,2020-03-18,1038888
Casey,2020-03-18,748000
Gordon,2020-03-18,682000
Weetangera,2020-03-18,977000
Bonython,2020-03-18,815000
Farrer,2020-03-18,721000
Monash,2020-03-18,570000
Hughes,2020-03-18,1600000
Wright,2020-03-18,1250000
Red Hill,2020-03-18,1879000
Fadden,2020-03-18,920000
Theodore,2020-03-18,545000
Bonner,2020-03-18,676000
Mawson,2020-03-18,739000
Wright,2020-03-18,850000
Franklin,2020-03-18,810000
Denman Prospect,2020-03-18,965000
Casey,2020-03-19,836000
Moncrieff,2020-03-19,758000
Fisher,2020-03-19,684000
Richardson,2020-03-19,616000
Campbell,2020-03-19,1230000
Aranda,2020-03-19,890000
Garran,2020-03-19,1400000
Flynn,2020-03-19,542500
Flynn,2020-03-19,772000
Denman Prospect,2020-03-19,420000
Kambah,2020-03-19,705000
Bonner,2020-03-19,800000
Dickson,2020-03-19,735000
Casey,2020-03-19,675000
Lawson,2020-03-19,1115000
Deakin,2020-03-19,1525000
Holder,2020-03-19,820000
Forde,2020-03-20,1700000
Watson,2020-03-20,365000
Chifley,2020-03-20,1080000
Crace,2020-03-20,735000
Melba,2020-03-20,365000
Gordon,2020-03-20,368000
Holt,2020-03-20,285000
Ainslie,2020-03-20,1925000
Crace,2020-03-20,457000
Giralang,2020-03-20,679000
Narrabundah,2020-03-20,3000000
Spence,2020-03-20,650000
Gowrie,2020-03-20,796000
Dunlop,2020-03-20,680000
Gungahlin,2020-03-20,1015000
Charnwood,2020-03-20,529000
Bonner,2020-03-20,660000
Kambah,2020-03-20,790000
Wright,2020-03-20,490000
Bonner,2020-03-20,705000
Wright,2020-03-20,1080000
Conder,2020-03-20,580000
Fisher,2020-03-20,720000
Deakin,2020-03-20,1550000
Throsby,2020-03-20,650000
Calwell,2020-03-21,848000
Wanniassa,2020-03-21,800000
Nicholls,2020-03-21,920000
Crace,2020-03-21,950000
Hackett,2020-03-21,907000
Isaacs,2020-03-21,1200000
Crace,2020-03-21,1400000
Dunlop,2020-03-21,562000
Reid,2020-03-21,2470000
Franklin,2020-03-21,615500
